"","start","end","deviceid","consensus_note","region","district","settlement","settlement_other","idp_settlement","idp_settlement_name","resp_gender","resp_age","guardian_present","breadwinner","household_expenditure","household_expenditure/father","household_expenditure/mother","household_expenditure/adult_male","household_expenditure/adult_female","household_expenditure/male_14_17","household_expenditure/female_14_17","household_expenditure/male_13","household_expenditure/female_13","hh_ids","hh_children","males_0_6m","females_0_6m","males_6m_4y","females_6m_4y","males_5_12","females_5_12","males_13_15","females_13_15","males_16_17","females_16_17","males_18_40","females_18_40","males_41_59","females_41_59","males_60_over","females_60_over","total_hh","children_vaccine_age","children_0_4","school_age_male","school_age_female","school_age_total","total_children","total_hh_confirm","person_with_disabilities","no_difficulty","minor_difficulties","some_difficulties","a_lot","cannot_carry","plw","chronic","yes_no_host","hosting_idp","yes_no_idp","yes_no_returnee","region_idp","district_idp","settlement_idp","settlement_idp_other","returnee_country","returnee_country_other","returnee_area","returnee_area_other","returnee_settlement","returnee_settlement_other","registered_return","refugee","country_origin","left_aoo","arrived_current","difference_arrived_today_days","difference_arrived_left_days","locations_lived","disp_why1","disp_why2","dest_loc_why1","dest_loc_why2","returnee_remain_here","when_continue","region_intended","district_intended","settlement_intended","settlement_intended_other","separated_members","separated_boys","separated_girls","separated_male_assets","separated_female_assets","separated_male_other","separated_female_other","separated_reasons","separated_reasons_other","primary_degree","secondary_degree","vocational_degree","tertiary_degree","enrolled_boys_5_12","enrolled_girls_5_12","enrolled_boys_13_17","enrolled_girls_13_17","boys_enrolled","girls_enrolled","enrolled_total","not_enrolled_total","attend_boys_5_12","attend_girls_5_12","attend_boys_13_17","attend_girls_13_17","boys_attend","girls_attend","attend_total","not_attend_total","attend_previous","time_school","access_school","school_barrier_first","school_barrier_second","school_barrier_third","school_barrier_other","cash_education","cash_education_other","uuid"
"253","2019-06-04T11:21:15+0300","2019-06-04T11:49:50+0300","deviceID00000000","yes","awdal","rab_dhuure","b","DKzzXUlIbgMxYoxPIlFGGmvFL","yes","VnVBuDTlb PEXYTpFJuhdwhIXss","male","age51_55","yes","female_14_17","father mother",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes",22,22,19,22,19,21,21,21,21,18,19,21,20,20,19,20,325,123,85,61,60,121,206,"no","yes",19,17,19,20,20,"yes","yes","no","no","no","no","bakool","baki","a","fmVNSrDRG","uganda","fJbFzQyPnIZMMPzGtlPYFfjR  STMrlUa XGRh CoezgLus","addis_ababa","oSqAnWFTkjKYNzNYpXksiOJwXcEdVNRSBQnPFTXRnOzRaRWlUT ypEouEmkOfUjsjchHaXJNhR","kobe","GGRMjBQdyyFsafX","yes","no","jmboDucmKBjQFEIQeMXnZBmwfNE gGrhUefbTzhQyDuVNKRvslgDMfwqVZdHkMFGmztG","2019-06-04T11:49:44+0300","2019-06-04T11:14:26+0300",NA,NA,21,"lack_health","pressure_hc","shelter","water","elsewhere_country","next_three_months","awdal","ceel_barde","e","PrWPHoUcyI","yes",18,19,16,21,16,21,"other","h WzZfUgJuMdMWRiORbrkvOcEANMfsfngcmgMKjqHFYuDipyPbhQkqugUNbW SoFFixbEoFbpjbZSyqkCNYkvgYhPftTrGS",19,19,20,22,17,20,20,20,37,40,77,44,19,21,20,20,39,41,80,41,"all","16_30","no","not_safe","overcrowded","poor_infrastrcture","yWFeBTYXEzLiNRHvsrxQFrMnnVxZCOFJMQjQxOWeNRvfvOMtfmmpdhTDKRP","no_reply","JVUnXWPfajpBovuRKWgCyeyUqyJC UyrrPEPiWhFHBQqpRymuUtgOBzwLJRm","12ac67bf-7e89-454a41-9e9792-57d0214e9cfa"
"254","2019-06-04T12:30:16+0300","2019-06-04T11:33:15+0300","deviceID00000005","yes","bakool","rab_dhuure","g","XFpTogppZWYutGuWNKmhRggZuPIZANWwMZWYtoo rulIOLBPsmgC","yes","RN KloaCMSEHAwSVNIOCCbHJnJJVqgArIMgIGKaiqRyeuIQoFODcxXTPaDxlPxiykETLgXPGAfCVRNiXLyyuxPliI","male","age41_45","yes","male_14_17","adult_male",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes",18,23,23,19,19,19,20,16,23,20,20,20,18,20,21,22,321,116,83,62,55,117,200,"yes","yes",21,23,21,20,22,"yes","yes","yes","yes","no","yes","bakool","ceel_barde","k","DCbHdf  WtiWuNFqtkzLkzjTUuulAKuyieqHCpEGSqFRfy","ethiopia","ZeXWlssqrBUUstcwInkuNCufBYNRtlORsJD","dadaab","pjBnFl alBFET IkgNTPCVhuufIUbkAedrsqmdYMOAkkdvYYQgkVxvvlQIAuir TWBUNDVaXQYr","bokolmanyo","eOg ERUVaDJUMO","yes","yes","GPXjyF isMdDVetIzSOYspSLkBcfTKoHpQCNnbZyjkzrIxFZwWNtgKSmjN","2019-06-04T12:47:01+0300","2019-06-04T13:02:43+0300",NA,NA,20,"dontknow","pressure_authorities","protection","health_ser","yes","next_week","awdal","baki","k","YbrQJwpARB","yes",19,19,21,22,18,20,"other","EtdxpdvJXmIbqiYiwcGaWwgc psPDXccePhKqTzQZXYZeuOMiWvoXIocEgmKJFzkEifbASZIwKivUWf",17,20,22,21,23,22,20,23,43,45,88,29,21,23,22,21,43,44,87,30,"some","under15","yes","no_school","not_functioning","chores","tIVbRChscTtZVzRwc bHsBvwhyGSzpYtSefzpqdqgBz","dont_want_support","dmO NfSiBlCzEooUwBqEABnoiZJYiYvolCrlOBbkxfAvMnbdyvoscePImPiYnEANTYe udLDVrjJnknVzkIgvwBTgXwLl","10623a47-6b83-464845-afa9aa-8ba130c5e726"
"255","2019-06-04T12:27:46+0300","2019-06-04T11:24:09+0300","deviceID00000008","yes","bakool","rab_dhuure","h","GaaSyzEjrZxhtKHihFYohrJmbJallYXhGxFukgWBLFTZSSY QvjPIXwKLuHaubQUlHePMtgjHJUZebDvazGKqEvfdA FYPioR","no","xRQUaKTinDJTYTdTJRhzqvAjQJXruGiiJiiYPrXLfABDlRSa","female","age71_75","no","male_14_17","father female_13",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","no",13,19,21,20,20,20,21,19,21,19,15,17,22,22,19,23,311,121,73,62,58,120,193,"no","no",17,19,21,22,20,"yes","yes","yes","no","no","no","bakool","ceel_barde","h","qvFDwwCvZqYgTRbTXEvceHYBcrx","kenya","PJtcC xSEfbyHYPPcbNqqChrQE","dollo_ado","MgEPBNoiPuNZMsXJgXAAnJTrxaxtoVq","aw_barre","ZKZfpVTwKoYTsmcSPBoMKTYkgYxNfGPnnAVEMGVZsRVRWBGHovP","no","yes","J ThTMaqqldnKvwe","2019-06-04T12:16:09+0300","2019-06-04T12:21:22+0300",NA,NA,23,"conflict_surrounding","lack_job","family","none","yes","next_six_months","awdal","ceel_barde","d","mjiDFTBpoYFgCgwLiexPGGtLZYMnnoXMPJMysPKBFtnScDHrmcKTzAqQe","yes",21,16,20,20,18,21,"conflict","JgYnApUApXpPCHQlHzaa",17,18,19,22,20,20,20,21,40,41,81,39,22,22,17,17,39,39,78,42,"none","31_60","yes","not_safe","wash","cannot_go","MfXJFDJml ucwvHsZkJSr lvv","dont_want_support","PwOkgFifsUcAHAxOidCLmVfLBHOjITveRcIGDiZFeQLyGqmVzSNRNtHsgT PSLZIkuusBMOjF","519abc48-5ae3-4e4645-989d94-50ecd462137a"
"256","2019-06-04T12:42:44+0300","2019-06-04T11:23:25+0300","deviceID00000003","yes","bakool","rab_dhuure","d","ImIEnuQq","no","ZDToqFdHlsJtwiKhznGLOGfXIUclMiebkur mpksESLRJRwglXhayocKvzje","male","age15_17","no","father","mother adult_female male_14_17 female_14_17 male_13",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"no","yes",20,19,22,19,21,17,20,20,21,19,22,18,16,22,19,21,316,119,80,62,56,118,198,"no","yes",21,22,18,21,21,"yes","yes","yes","yes","yes","yes","bakool","ceel_barde","f","TqGIwpRMCWztDfXoPJCZpihQKDhQBsDSoenfEhibaKOSxVsEKJXviApdSqTkynBPYlhte","eritrea","SKzYPMgtSYbzvhwgvPyPNuplTitmdIftPFjfPsWvxYznRvmYzggJPnJhHWIdFTdwfWE","kakuma","dKoZmQ","melkadida","UCsOzdlnkVkQYmgnsEelqPHFjgwjeOpTfNVPGcwEwqlVlOBEdSZdDiLqkTy","yes","yes","SLOC uxgaMfcfsWVmSnswoaqJZsoIafwzEiNMtwPuFDBYetSgENaNqbkuEvNYayvUissgGcxeKVOUWWmWsyxAGleZTJdYxoa","2019-06-04T10:29:09+0300","2019-06-04T10:46:30+0300",NA,NA,20,"conflict_community","dontknow","no_conflict","food_dist","yes","next_month","awdal","baki","h","NEhfusZcOoaupKbACeMfzLCkbckNlHqUjmOMokBbQPvLdD","no",17,20,20,21,21,19,"flood","UpOgThXgSyiBdzeLlltwcIcZPwGBaNHrOdYjbFfmTLUkIbBwWFIGOmipbRhKUbfYWzO idyH",20,21,19,24,16,18,21,22,37,40,77,41,21,24,19,21,40,45,85,33,"all","under15","yes","cannot_go","poor_infrastrcture","lack_teachers","ZzHnSmwQEnWRUuK g","dnk","ed","cf23e451-ac47-464740-bab8b5-35e2c01daf47"
"257","2019-06-04T10:48:24+0300","2019-06-04T12:46:02+0300","deviceID00000001","yes","awdal","ceel_barde","b","rrsZzWmEuYhMCEVfwlKnPNAvUQsWHAnFFJalPRtRuuzDOCppmzNwTXDTixHoLuxKYHWVafvv qMsdIwWEz LKSXm bVacGi","no","gFspgRrnHzmAFBZLDTdmybwONChrySdzTxPVetLKOeMtPQEofQXmaMunCVPLLTuHVhiKWEDhPMeP","female","age81_85","no","female_13","mother adult_female male_13 female_13",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,"no","no",21,22,24,19,20,19,20,21,20,19,19,17,20,20,16,18,315,123,86,60,59,119,205,"yes","no",22,18,18,19,19,"yes","yes","no","yes","no","no","bakool","borama","i","QOguOHnJybJdLJToYWQhWNfIoqAJAWvYBvAxRLjaNnUA gWVSBDAXyKBmxXsrkAHYAPeJ","ethiopia","igb caPJfsqDPJsCGo psZMiiRGWuqdoIIrtGSxScgDTDKlKSCCMyQPoYbfKbAURvpyGouZuWiMpJdyDBUvMOhzd","nairobi","gCPclPQbceydjyWXjPmqyFYAwdebkPfwXUPXAblkKzHyuuywbnWJQNdaa","hilaweyn","wgzgNDobgAufkSsmmNEljiXOCKnwuu BSfCwRpByJQnUnVTmYrqkENclquQCzNOkWZwhepIJLl","no","no","MImQgqaMlDiYkAFOUKChrgCZ frXVIluFjJ","2019-06-04T11:43:21+0300","2019-06-04T11:16:15+0300",NA,NA,15,"pressure_hc","lack_food","work_income","food_dist","elsewhere_city","next_three_months","awdal","ceel_barde","c","tLDjSbFlJMhSYii ftbLJPvqopHENQgDtFZJUOaARuVAhNJhpeQjQEaJXJBqPfDbiHSnouUIExlB","no",19,18,22,18,15,21,"flood","PrbPhtCsaNRIGiXvvbBFRiacSJnOWEvdvIBifRhbVnjguYWMRudeRkwtAcLeUXR dI",21,20,21,19,20,18,19,21,39,39,78,41,20,18,14,21,34,39,73,46,"some","31_60","no","overcrowded","poor_infrastrcture","poor_infrastrcture","kfJUhz NYTR cxX","direct","cqkr","f81927d0-97d5-4e4b47-898a84-adbc65108ef2"
"258","2019-06-04T12:44:01+0300","2019-06-04T10:56:13+0300","deviceID00000002","no","awdal","borama","c","CbMAybktAbkgYkNGg","no","zPXYMfWDUyXvOoAMfnClHFwhFOEkbBVkHkstPtLiURXUOfPyzSDvvLJUVxBqHDlyOBA xIDorNCBtsuJXWsGqVH","female","age26_30","yes","adult_female","father mother adult_male female_14_17 female_13",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"no","no",16,25,19,20,21,21,20,21,20,19,20,20,16,23,19,20,320,122,80,61,61,122,202,"no","yes",19,17,19,23,19,"no","no","yes","no","yes","yes","bakool","borama","f","KBbqCCiBDJRPKZkXG","egypt","eYIKMbwClIUNMLPhQxKtVCmRBFegNaKuro OLYlICJbVmzfeHPyggSLiYJwwGHHrleDYqicMEWKNPlqHlqBu","addis_ababa","JjpHTWtBMVvCYujzrCovTcxlTedNpfZX UWkyqtDGWwmVUESXZueRHUPqImIwKDTgkMycCtFHX","kobe","NTMvWWdohExfM zF kwEHBhcQQhszYJrHeTp","no","no","sNCuMckmhZBjkrvQvywAicUonhO","2019-06-04T10:54:29+0300","2019-06-04T11:12:03+0300",NA,NA,23,"eviction","withdrawal_ags","protection","food_dist","return_refugee","next_six_months","bakool","baki","l","NTNobnLvxvBIOwmAaLNr zVihWYzfUdqDjDXcqcgvNnZTZWwamGwCJuXFDW BSOBQTalGcb cGlqIvCB","no",24,20,18,23,23,22,"flood","RXPkRmcOOoItgTRoqAfz mcbqDGklhib qYPDZObPuNhBiIVkfrpmQGarW  VRDszbFDzRLYtk n",19,18,19,21,25,20,20,19,45,39,84,38,23,20,17,20,40,40,80,42,"all","31_60","no","wash","curriculum","lack_teachers","GokkQfjtgMvvkSNrFxKZyoGaUQzxwRtKtfnuf VTDsCfdL","other","hsXOlmpYVKavWaaOBtokxFekpWoxV","1c0da843-56ac-494a45-858189-289650fde7b1"
"259","2019-06-04T12:14:40+0300","2019-06-04T12:26:11+0300","deviceID00000000","yes","awdal","rab_dhuure","a","FwrxAijwDTvIIBew","yes","LKWAppTrYwuUdLmJxlxgQAEmxeuAeyRbflNSxPJbyukhSmioAITsxUtdGRPBXZqBNnyNgrdGIpMDzgWhP W","male","age96_100","no","mother","father adult_male adult_female",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"no","yes",21,21,21,18,23,19,18,24,20,18,18,21,22,20,20,17,321,123,81,61,61,122,203,"yes","yes",22,21,20,21,21,"yes","yes","yes","no","yes","yes","awdal","rab_dhuure","e","HCtneaojQquWNLqKaeQfwXsJlza UYkSjGlYzvXhhjKXvmM osjihBIPdXoSk NQ","ethiopia","XFLbAdFbKeOtghdGadE cwFQUEPTPcMVPOiriYmBgSXtqNnsUZa","addis_ababa","bvAIpLUMqw WtnuCSA","ifo","MMakMwgeVciGToFPJSjZsjpOBONEV","no","no","gVAyYBuNENyJRevssfKeYNKdrT WgobflhjnAjyrZRfSbyX ZlU","2019-06-04T11:19:57+0300","2019-06-04T12:56:16+0300",NA,NA,22,"none","lack_health","none","health_ser","elsewhere_city","next_six_months","bakool","rab_dhuure","i","RhCAkbMREZVmwZyqbodiQLQxKUGFZDBSBjxUuqToMffTlFQjgmoLalbYxqtNpVPrnFXZt XTBwwhfV","yes",20,16,24,19,18,20,"other","GXmWgUDV evmiPijxMydyJDjlMxhTdjrVADrqaxNZGKduRSxoLccRRb",20,21,22,22,21,16,19,21,40,37,77,45,20,20,17,21,37,41,78,44,"all","31_60","no","other","not_safe","poor_infrastrcture","UwDuTRNVMypFnrfKejNdhwNaEyawBzQUZW ZiIaXkWYGrkaRbAbnghFtESjyqCOFAubHFpiicDfddyqZ","other","ZDxaOKwjgVPFNckibhFl HDTXonJlnvwkTDuaqsqasLjaJHJjy gI vmKrDHjwMiLpmfNZ","248c3a17-dca3-414244-a4a9a6-9c7a1e52604f"
"260","2019-06-04T10:34:49+0300","2019-06-04T11:47:25+0300","deviceID00000010","no","bakool","baki","a","XYamhxUBRHY jKQlNRkNUycIpg","yes","faVTiaTFqOGAZDawBfpErTsAHlZIYqRFVA LemQNaJYsuXDVuLDjtx yOWmUktPQviJqbhDAYQG kjyLRZzveZzkOIHnZ","female","age86_90","yes","father","adult_male male_14_17 female_14_17",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"yes","yes",21,18,18,19,24,21,21,18,21,21,21,20,23,23,19,21,329,121,76,66,60,126,202,"no","no",19,18,23,19,20,"no","no","yes","no","no","no","awdal","borama","d","PbRqSwrRP","uganda","WTGdHKGXMrtMKtOCvhxyNtPvOsZzUfqvBvOYunQijGCWwAnXrZRnHlSAsQKWO","other"," BNmqfJWwmAGybmhSrJnjsjgPlJRLmviDeCxqgMOejIrZVCYjMoOxBbBxzLDSFLDiOoYwgJbz","kambioos","BbqirUmfqfcerkKhz junB WqBDOgnrYITZdIVpUnbFypxU","yes","yes","PJHl aUzEFaIAMkyZpBBdsHSWs","2019-06-04T11:34:09+0300","2019-06-04T11:32:52+0300",NA,NA,20,"conflict_surrounding","conflict_surrounding","cash","health_ser","return_refugee","next_six_months","awdal","borama","e","bzMGUxpfFGxESIxbRbmRxeUNeHqRLdAuaQZCHpViLXpotEQiNoDkAFhyeJMaORGxuFOObxpSkUNrZAZzenKrVwItEmEYJvMd","no",21,18,19,20,25,21,"conflict","uXSdMMhqbUjidEfmLVfmJQsnCaJlbrDiGUDjNSMPfVmt",22,21,19,21,21,22,21,21,42,43,85,41,18,22,18,23,36,45,81,45,"some","60_90","no","registration","curriculum","lack_teachers","uNJVeKFQEkmOGxlAZDmRxIqHdjlqkyXYbuAzEaQsOTdhcZcvFBrFYHXQSPuJYvpCNsjHJzAtExrWXwIWRC","dnk","xQFjWgXilgKqnuinJOyCHkNQAQcWStXEooePtgFpomCSzQyWI PwsFIPAPWySHaxzCjbnRCYSvdGtZMlkNDwOGQBaSyU","f96152d0-9b87-40474c-ada4a5-0731c8f96e52"
"261","2019-06-04T10:47:12+0300","2019-06-04T11:27:03+0300","deviceID00000007","no","bakool","rab_dhuure","l","PmfMVP","yes","IHCpjiXC","male","age86_90","no","father","father male_14_17 female_14_17 male_13",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"no","yes",19,18,20,18,20,20,20,20,16,19,20,20,18,19,17,22,306,118,75,56,59,115,190,"no","yes",22,23,22,21,23,"no","no","no","yes","yes","no","awdal","baki","i","NazAKVKbcEFnZdijIBMJFCwxsYfJdoUUvRyCKMjdJYNQazhIzbVWndPbdGHrSfszjRvyeTRefaRPtZrkENJjwEJ","other","qAIg QDBLBdPObQUUkvljZKHXpucasXuKTbcEpvPm Bxv XfzMOiFOrOlNttBQKZCbwQKZUEqFcccUOlqGCoZmbms","dollo_ado","rMYVszrjhtWeeqMvVkqQqixOxLMnUClsrTHKxhBx pwvkfCBlfZVoUrPDWa mtoqjtcZrBNmmqcPJJNsWQGWfeSxtSRl","hilaweyn","vVVCOghiMGtdHtUV b","no","no","tQLoxdVyyxtlZbFFOKzSlUbOYJVFJsZUdzTGKDgOFEtxVYxlET","2019-06-04T13:03:29+0300","2019-06-04T11:56:44+0300",NA,NA,18,"lack_water","livestock_disease","protection","no_conflict","elsewhere_country","next_month","bakool","ceel_barde","e","MYsjJFQNewSEuXllWYOOnlhMBJz RFnajFAVHm  MPDQoMldqJLArwUTGMbFhkenbsjjttJxjILpBPHOT","no",19,21,18,24,21,21,"conflict","ax jz cZaihFPDDuTtjAivByEIBDeGBNZHIh",22,17,21,18,18,19,21,20,39,39,78,37,19,20,19,19,38,39,77,38,"all","60_90","yes","not_functioning","curriculum","chores","dSwfJYcQuxzhnOTJB","cash","GilJGShqGjrMc","36d970f8-e6a1-474446-888280-1f5a9cd3062e"
"262","2019-06-04T12:28:09+0300","2019-06-04T11:58:42+0300","deviceID00000007","no","awdal","ceel_barde","g","EHkGYPKucJQAWDpl","yes","COrntFfquhmANbXJHQAGKzA zRzOEEJNjBCQLRDjXy","male","age71_75","yes","female_13","mother adult_male",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes",20,22,17,18,17,23,20,18,19,20,22,22,23,22,21,20,324,113,77,56,61,117,194,"yes","yes",23,22,23,21,17,"yes","yes","no","no","no","yes","bakool","baki","l","GpYPl","uganda","pUsvCaYXGOESmVzoy efHLHGUHbAaJ","other","LWLdhsdNeikQupLtU dVVOpeCzoEtXRzogiuKYyXc EmgX","sheder","LgUrUuladnhRbFLDOFpRGCPdhEEAIW QI","yes","no","hrYGIzPybfUYrGNiEdHreKapJWZCYXVmoRfVRfvjKBuLeueC","2019-06-04T11:17:59+0300","2019-06-04T12:26:50+0300",NA,NA,18,"lack_food","lack_health","health_ser","shelter","return_refugee","next_six_months","bakool","baki","i","DxnbtEdbTYJFhpxEWPwSCcbCtV yAUweROSTSyYYQAqPBhqyLnHG bhNVXIlHYoAIPjVCWiecyBQLxdATWIpWKuqyhRCs","no",22,19,20,21,19,17,"flood","qYGPuCwvEuQxalpHqTjpvTfvIDvXOddhs",23,20,19,20,18,22,20,20,38,42,80,37,19,18,20,20,39,38,77,40,"all","under15","no","cannot_go","no_interest","not_safe","efIFyXHyg pFnoMAhUJFDPSFIlNKhJCRAZQbcJHxsws DJYsuWyDAGizjFcZUVNUvvpyCEQuiMKOU HQl","dont_want_support","hXvQofifTEeZadXOIolivpMRZvcktoVXAGKvVUfdWaWBlwBeevRMFViYWt KwDWbIZlfMTdpQCpvuVeFtylyVFYzMGgO","3d4f75be-f62b-434d41-80838b-0a8632cd79be"
"263","2019-06-04T10:35:26+0300","2019-06-04T10:52:09+0300","deviceID00000002","no","awdal","ceel_barde","i","TqBgxpRHRFXdEvZrBqtzmAFnVdowWcxx","yes","khWIqLhxTWKmyRhMaXBCrj","male","age96_100","yes","adult_male","mother female_14_17 female_13",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"no","yes",20,18,23,19,19,22,19,20,20,22,23,19,23,22,19,19,327,122,80,58,64,122,202,"no","yes",22,20,20,19,22,"yes","yes","yes","no","yes","no","awdal","borama","d","NlIAffa ks hPdCiDvraodxBmwBDlQMVFrueTocDBknYRxFpzfJNwevopHK SBbRvQlAUWoW","uganda","CtbbQYyKITTwzrkKyDpkKTKDXN W UjUJRHXmCKjeavXphILglFqSwpQfOQcQ UZOqqAbfwrzPRb hzUicugkuPCgRGJeEjmdBg","dollo_ado","ggyRhgBOIHXW fiM","other","cTOFcMaBPXJ","yes","no","c VoxKRWeINQkDtZBSROhluBQAWdogEGYKhKsnhbhkFiRTmqimpoZdgDdshEcfiwrgBMvFgPRY","2019-06-04T11:45:48+0300","2019-06-04T12:55:44+0300",NA,NA,17,"withdrawal_ags","livestock_disease","cash","educ_ser","dontknow","more_six_months","bakool","borama","l","SYVcuQPhhLDfqICHKrUsVDCSETKCsG","no",17,21,24,21,19,20,"drought","RvmdqoOVGSQiKhAyRczfgevPjKEVujsMXEfdmNAEZxbGyWXZSSPTMveoDSmCENJDqRJvoSGFRkGXqQMUejBZ",18,19,25,18,19,20,21,19,40,39,79,43,17,17,17,19,34,36,70,52,"all","16_30","yes","not_functioning","no_school","overcrowded","xeTFGrtoGmNivqGnJvJeusQDnM NkruuBZc","dont_want_support","dYbgVKiGYqKzqGWVfcyK HXxTRCfNSGNiCACvInqSLDZCsdyw wYKEBTOGqDOkeXRdwOPkrgPrnemaspvRAN","36b401d8-372e-4e4b44-beb3b6-1896754ebacf"
"264","2019-06-04T13:13:20+0300","2019-06-04T12:35:26+0300","deviceID00000000","yes","bakool","ceel_barde","d","CBBUlFGIPdBsq","yes","gDiRbwzOTglrbArwLI","male","age66_70","no","female_14_17","mother adult_male adult_female female_14_17 female_13",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"yes","no",19,21,17,23,19,20,20,20,20,21,21,19,19,16,19,22,316,119,80,59,61,120,200,"yes","yes",19,15,19,23,20,"yes","yes","yes","no","yes","no","awdal","rab_dhuure","g","UCfGPgXCtLGudq HGijTg UlJVgRDIvkqLsTyvvaYhQxVDcggprPaZPxWIxRt","egypt","GHJwQedNCLYyfluuntcXVwqWalQoaKAIrXecAUobYkwEbuMOB","kakuma","albeOmDjAjDeibHjOgWVWBsRK","kobe","pqBdCjHbMluwyyzyEptshsTAFNWaDAsNdilKciktsOVDlKKwHjEVAvaqNDDVSafACoGnFRdUTAHdIPjrkmqHKHAMiXnTFwG","no","yes"," AzddUt nRhsSQKkFEptcKGCYBiZvRZdApyifSztynvlj","2019-06-04T12:15:44+0300","2019-06-04T12:03:00+0300",NA,NA,19,"conflict_community","lack_health","protection","water","return_refugee","next_three_months","awdal","rab_dhuure","f","jMYBESnZRU yNLnfPxtDVtjfcnkFdMtbwiwagXGSsLUPASlphJTKvDltuYFcyIqnEdlEEZ scNZfm","no",18,24,18,21,21,18,"drought","DeYhpPVidDcxDCkONqlfoXrzluyMpgIqywtuQHcHhfXmJlgtJoEJMlj VDPqlZK VBRxefHCNYgahkW NfEtqkM",18,22,21,19,20,20,22,21,42,41,83,37,21,21,22,18,43,39,82,38,"none","above180","no","overcrowded","lack_teachers","poor_infrastrcture","DSRcHHHJNcFkXgvddtXEZ","cash","sHw","d03851e6-7084-424748-bcb4bb-81e0342fdbca"
"265","2019-06-04T11:20:04+0300","2019-06-04T12:23:40+0300","deviceID00000008","no","awdal","ceel_barde","e","kTdqbbJUs iLXXGZzqXoBsNtUYRbDjxLWGyDurpCGiRTcxIMEQnBbMAyoKXEGuEHAkBRwSRqEEEN","no","oivfId RSajc","male","age71_75","no","father","father mother adult_male adult_female male_14_17 male_13 female_13",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"no","no",20,20,22,20,23,20,19,17,20,19,19,21,20,17,21,20,318,121,82,62,56,118,200,"no","no",19,21,17,22,22,"no","yes","yes","no","yes","yes","bakool","borama","b","JQgJKuNDZdwergpisTmklFU PWxFrDDkiWM","kenya","zpuyFIULDo","other","nrwFXAGqZkLFgQzQSbXwUYoELyurmpGlSEKuVFOgHfVreEUFbbcOVjDRGIofjZZuSrnOSRXMDmnKZoeZ pqyRvYIncFwq","hilaweyn","","no","yes","RgSaJxgBqUzTKRZKZLDjRLvhygyTNmWDeEzxgGVKnAnc xWyyRogqtHaHdVDRtRpjbQBeKRghC","2019-06-04T10:35:26+0300","2019-06-04T11:45:00+0300",NA,NA,19,"lack_edu","lack_food","local_food","shelter","return_refugee","more_six_months","awdal","ceel_barde","i","oBigIKCCUpzvuSoyFlsWswyFojHitygqTdnxxZroClGztcfUsWJwdBozGoxiR vfqUFvFqeczjvQucDMVHsOIuFYvx JQ jfxhH","yes",22,14,19,18,21,20,"flood","nkGGEyfSjapbbpYiAcphMVaLsjr",21,20,22,19,18,20,20,20,38,40,78,40,18,20,20,19,38,39,77,41,"all","under15","no","lack_teachers","curriculum","cannot_go","KSrxWNByVuYvczS","direct","agKPkWcgnDw VmlzHUcTnqVKWbUUFGdcqrp","bcf041a6-1cf4-4c4d4a-b6bab0-c8f29e1405d6"
