,id_sampl,Survey,strata_id,OBJECTID_12,OBJECTID,ID,Dataset,Settlement,PopGroup,Latitude,Longitude,TotalPop,TotalHH,ADM3_EN,ADM3_PCODE,INEC_code,eHealth_co,ADM3_REF,ADM3ALT1EN,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,psu_id,pop_numbers,SumDist,proba,survey_buffer
244,id_12690,5,Potiskum,12690,12919,17491,VTS_Dataset_Extract_25052019,Dogo Tebo,Non-Displaced,11.71614887,11.07319118,12615,1496,Dogo Tebo,NG036014005,NGA036014405,71410,Dogo Tebo,Dogo Tebo,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Dogo Tebo,1496,57083,0.026207452,5
245,id_12694,20,Potiskum,12694,12926,17498,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,11.71963118,11.08790062,82659,9803,Dogon Nini,NG036014006,NGA036014406,71401,Dogon Nini,Dogo Nini,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Garin Liman,9803,57083,0.17173239,20
246,id_12788,5,Potiskum,12788,12778,13639,VTS_Dataset_Extract_25052019,Garin Zori,Non-Displaced,11.73369849,11.16842592,174,21,Mamudo,NG036014008,NGA036014408,71403,Mamudo,Mamudo,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Garin Zori,21,57083,0.000367885,5
247,id_12807,5,Potiskum,12807,12808,13669,VTS_Dataset_Extract_25052019,Unguwan Mallam Shayibu,Non-Displaced,11.72635577,11.26127609,240,28,Mamudo,NG036014008,NGA036014408,71403,Mamudo,Mamudo,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Unguwan Mallam Shayibu,28,57083,0.000490514,5
248,id_12858,5,Potiskum,12858,12909,17481,VTS_Dataset_Extract_25052019,Tikau Masko,Non-Displaced,11.80716387,11.21258521,3660,434,Mamudo,NG036014008,NGA036014408,71403,Mamudo,Mamudo,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Tikau Masko,434,57083,0.007602964,5
249,id_12860,5,Potiskum,12860,12913,17485,VTS_Dataset_Extract_25052019,Jakade Lamido,Non-Displaced,11.7311325,11.0834314,6175,732,Mamudo,NG036014008,NGA036014408,71403,Mamudo,Mamudo,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Jakade Lamido,732,57083,0.012823433,5
250,id_12913,5,Potiskum,12913,12846,16077,VTS_Dataset_Extract_25052019,Ngojin Bulama,Non-Displaced,11.65208992,11.07037258,319,38,Ngojin,NG036014009,NGA036014409,71404,Ngojin,Ngojin/Alaraba,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Ngojin Bulama,38,57083,0.000665697,5
251,id_12919,5,Potiskum,12919,12877,16108,VTS_Dataset_Extract_25052019,HA_43,Non-Displaced,11.68481662,11.07072747,670,79,Ngojin,NG036014009,NGA036014409,71404,Ngojin,Ngojin/Alaraba,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,HA_43,79,57083,0.00138395,5
252,id_1292,5,Damaturu,1292,1520,14726,VTS_Dataset_Extract_25052019,Ngaurawa,Non-Displaced,11.72196425,12.12630507,365,46,Damakasu,NG036003002,NGA036003302,70302,Damakasu,Damakasu,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,Ngaurawa,46,38735,0.001187556,5
253,id_12959,5,Potiskum,12959,12914,17486,VTS_Dataset_Extract_25052019,Tudun Bolewa,Non-Displaced,11.69158914,11.07470834,6460,766,Yerimaram,NG036014010,NGA036014410,71409,Yerimaram,Yerimaram/Garin Daye/Badejo/Nahuta,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Tudun Bolewa,766,57083,0.013419056,5
254,id_1296,5,Damaturu,1296,1578,16978,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,11.77040554,12.08154994,3824,482,Damakasu,NG036003002,NGA036003302,70302,Damakasu,Damakasu,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,Garin Liman,482,38735,0.012443527,5
255,id_12960,5,Potiskum,12960,12918,17490,VTS_Dataset_Extract_25052019,Garin Daye,Non-Displaced,11.70304456,11.12218002,8904,1056,Yerimaram,NG036014010,NGA036014410,71409,Yerimaram,Yerimaram/Garin Daye/Badejo/Nahuta,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Garin Daye,1056,57083,0.018499378,5
256,id_12961,10,Potiskum,12961,12923,17495,VTS_Dataset_Extract_25052019,Gishiwa Dabuwa,Non-Displaced,11.69241124,11.09285961,42746,5070,Yerimaram,NG036014010,NGA036014410,71409,Yerimaram,Yerimaram/Garin Daye/Badejo/Nahuta,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Gishiwa Dabuwa,5070,57083,0.088818037,10
257,id_12962,25,Potiskum,12962,12924,17496,VTS_Dataset_Extract_25052019,Yerimaram,Non-Displaced,11.72808051,11.1018325,43829,5198,Yerimaram,NG036014010,NGA036014410,71409,Yerimaram,Yerimaram/Garin Daye/Badejo/Nahuta,Potiskum,NG036014,Yobe,NG036,Nigeria,NG,Yerimaram,5198,57083,0.091060386,25
258,id_12988,5,Shani,12988,13011,6801,VTS_Dataset_Extract_25052019,Gangare Kurungulung,Non-Displaced,10.231216,11.809446,52,10,Gasi,NG008027003,NGA008027703,12703,Gasi,Gasi / Salifawa,Shani,NG008027,Borno,NG008,Nigeria,NG,Gangare Kurungulung,10,19308,0.00051792,5
259,id_13,15,Askira/Uba,13,32,18270,IOM_DTM_Returns_XXVI,ANGWAN HAUSARI,Returnees,10.6476,12.911,12400,1550,Askira East,NG008002001,NGA008002201,10201,Askira East,Askira East,Askira/Uba,NG008002,Borno,NG008,Nigeria,NG,ANGWAN HAUSARI,1550,15893,0.097527213,15
260,id_130,5,Bade,130,110,14623,VTS_Dataset_Extract_25052019,GRA Police Barrack,Non-Displaced,12.87334988,11.02178949,556,61,Katuzu,NG036001004,NGA036001104,70103,Katuzu,Katuzu,Bade,NG036001,Yobe,NG036,Nigeria,NG,GRA Police Barrack,61,19420,0.003141092,5
261,id_1300,5,Damaturu,1300,1618,20655,IOM_DTM_Location_XXVI,NGURO YALAYE,IDP,11.73063,12.09278,825,165,Damakasu,NG036003002,NGA036003302,70302,Damakasu,Damakasu,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,NGURO YALAYE,165,38735,0.004259713,5
262,id_13017,5,Shani,13017,13172,16873,VTS_Dataset_Extract_25052019,Gafara,Non-Displaced,10.21016,11.86146,383,74,Gasi,NG008027003,NGA008027703,12703,Gasi,Gasi / Salifawa,Shani,NG008027,Borno,NG008,Nigeria,NG,Gafara,74,19308,0.003832608,5
263,id_1302,5,Damaturu,1302,1563,16963,VTS_Dataset_Extract_25052019,Abba Ibrahim,Non-Displaced,11.72511854,11.95338404,1391,175,Damaturu Central,NG036003003,NGA036003303,70303,Damaturu Central,Damaturu Central,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,Abba Ibrahim,175,38735,0.004517878,5
264,id_13024,5,Shani,13024,13199,16900,VTS_Dataset_Extract_25052019,Ragwalo,Non-Displaced,10.19795,11.80781,710,138,Gasi,NG008027003,NGA008027703,12703,Gasi,Gasi / Salifawa,Shani,NG008027,Borno,NG008,Nigeria,NG,Ragwalo,138,19308,0.007147296,5
265,id_13027,5,Shani,13027,13207,17900,VTS_Dataset_Extract_25052019,Jauro Tummi,Non-Displaced,10.19352,11.83587,1073,208,Gasi,NG008027003,NGA008027703,12703,Gasi,Gasi / Salifawa,Shani,NG008027,Borno,NG008,Nigeria,NG,Jauro Tummi,208,19308,0.010772737,5
266,id_1303,10,Damaturu,1303,1587,16987,VTS_Dataset_Extract_25052019,Damaturu Central,Non-Displaced,11.74448272,11.96143532,17463,2201,Damaturu Central,NG036003003,NGA036003303,70303,Damaturu Central,Damaturu Central,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,Damaturu Central,2201,38735,0.056821996,10
267,id_13031,10,Shani,13031,13214,17907,VTS_Dataset_Extract_25052019,Gobirawa,Non-Displaced,10.1931,11.79362,2012,391,Gasi,NG008027003,NGA008027703,12703,Gasi,Gasi / Salifawa,Shani,NG008027,Borno,NG008,Nigeria,NG,Gobirawa,391,19308,0.020250673,10
268,id_13032,10,Shani,13032,13215,17908,VTS_Dataset_Extract_25052019,Tashan Kadai,Non-Displaced,10.15031,11.85263,2416,469,Gasi,NG008027003,NGA008027703,12703,Gasi,Gasi / Salifawa,Shani,NG008027,Borno,NG008,Nigeria,NG,Tashan Kadai,469,19308,0.02429045,10
269,id_13033,10,Shani,13033,13219,17912,VTS_Dataset_Extract_25052019,Shui Naqoli,Non-Displaced,10.147562,11.758176,3712,721,Gasi,NG008027003,NGA008027703,12703,Gasi,Gasi / Salifawa,Shani,NG008027,Borno,NG008,Nigeria,NG,Shui Naqoli,721,19308,0.037342034,10
270,id_13035,5,Shani,13035,13161,16862,VTS_Dataset_Extract_25052019,Gari Lawan Hamma,Non-Displaced,10.22021,12.10524,300,58,Gwalasho,NG008027005,NGA008027705,12706,Gwalasho,Gwalasho,Shani,NG008027,Borno,NG008,Nigeria,NG,Gari Lawan Hamma,58,19308,0.003003936,5
271,id_13047,10,Shani,13047,13191,16892,VTS_Dataset_Extract_25052019,Lapadi,Non-Displaced,10.2676,12.10316,571,111,Gwaskara,NG008027006,NGA008027706,12705,Gwaskara,Gwaskara,Shani,NG008027,Borno,NG008,Nigeria,NG,Lapadi,111,19308,0.005748912,10
272,id_13074,5,Shani,13074,13181,16882,VTS_Dataset_Extract_25052019,Mainari,Non-Displaced,10.21909,11.9107,433,84,Lakundum,NG008027009,NGA008027709,12708,Lakundum,Kwaba,Shani,NG008027,Borno,NG008,Nigeria,NG,Mainari,84,19308,0.004350528,5
273,id_13076,5,Shani,13076,13192,16893,VTS_Dataset_Extract_25052019,Bedi,Non-Displaced,10.21197,11.92174,573,111,Lakundum,NG008027009,NGA008027709,12708,Lakundum,Kwaba,Shani,NG008027,Borno,NG008,Nigeria,NG,Bedi,111,19308,0.005748912,5
274,id_131,5,Bade,131,136,16915,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,12.8653212,11.03654959,6209,684,Katuzu,NG036001004,NGA036001104,70103,Katuzu,Katuzu,Bade,NG036001,Yobe,NG036,Nigeria,NG,Garin Liman,684,19420,0.035221421,5
275,id_13100,10,Shani,13100,13054,9480,VTS_Dataset_Extract_25052019,Gss Quarters,Non-Displaced,10.22461313,12.04999282,96,19,Shani,NG008027010,NGA008027710,12710,Shani,Shani,Shani,NG008027,Borno,NG008,Nigeria,NG,Gss Quarters,19,19308,0.000984048,10
276,id_13120,5,Shani,13120,13130,14585,VTS_Dataset_Extract_25052019,Wuro Hari Mbororo,Non-Displaced,10.209589,12.03066,201,39,Shani,NG008027010,NGA008027710,12710,Shani,Shani,Shani,NG008027,Borno,NG008,Nigeria,NG,Wuro Hari Mbororo,39,19308,0.002019888,5
277,id_13132,5,Shani,13132,13175,16876,VTS_Dataset_Extract_25052019,Binyu,Non-Displaced,10.19530843,11.99356094,400,78,Shani,NG008027010,NGA008027710,12710,Shani,Shani,Shani,NG008027,Borno,NG008,Nigeria,NG,Binyu,78,19308,0.004039776,5
278,id_13136,5,Shani,13136,13190,16891,VTS_Dataset_Extract_25052019,Kumagar,Non-Displaced,10.20242,12.00288,565,110,Shani,NG008027010,NGA008027710,12710,Shani,Shani,Shani,NG008027,Borno,NG008,Nigeria,NG,Kumagar,110,19308,0.00569712,5
279,id_13139,5,Shani,13139,13216,17909,VTS_Dataset_Extract_25052019,Nassarawa,Non-Displaced,10.22041141,12.05445016,2628,510,Shani,NG008027010,NGA008027710,12710,Shani,Shani,Shani,NG008027,Borno,NG008,Nigeria,NG,Nassarawa,510,19308,0.026413922,5
280,id_13141,35,Shani,13141,13221,17914,VTS_Dataset_Extract_25052019,Anguwar Babeto,Non-Displaced,10.21943987,12.06171461,19174,3724,Shani,NG008027010,NGA008027710,12710,Shani,Shani,Shani,NG008027,Borno,NG008,Nigeria,NG,Anguwar Babeto,3724,19308,0.19287342,35
281,id_13220,5,Shani,13220,13202,16903,VTS_Dataset_Extract_25052019,Borkulok,Non-Displaced,10.24883,11.97124,862,167,Walama,NG008027011,NGA008027711,12711,Walama,Walama,Shani,NG008027,Borno,NG008,Nigeria,NG,Borkulok,167,19308,0.008649265,5
282,id_13226,5,Shelleng,13226,13266,5954,VTS_Dataset_Extract_25052019,HA_6,Non-Displaced,9.85085325,12.16141458,35,6,Bakta,NG002017001,NGA002017701,ADSSHG01,Bakta,Bakta,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,HA_6,6,17524,0.000342388,5
283,id_13237,5,Shelleng,13237,13465,13700,VTS_Dataset_Extract_25052019,Dewn Sambo,Non-Displaced,9.86499667,12.14085667,179,33,Bakta,NG002017001,NGA002017701,ADSSHG01,Bakta,Bakta,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Dewn Sambo,33,17524,0.001883132,5
284,id_13285,5,Shelleng,13285,13520,16131,VTS_Dataset_Extract_25052019,Leme,Non-Displaced,9.98376353,12.20956688,307,57,Bodwai,NG002017002,NGA002017702,ADSSHG02,Bodwai,Bodwai,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Leme,57,17524,0.003252682,5
285,id_13347,5,Shelleng,13347,13458,13693,VTS_Dataset_Extract_25052019,Jankola A Gase,Non-Displaced,9.83189516,12.13254597,172,32,Jumbul,NG002017005,NGA002017705,ADSSHG05,Jumbul,Jumbul,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Jankola A Gase,32,17524,0.001826067,5
286,id_13373,5,Shelleng,13373,13532,16143,VTS_Dataset_Extract_25052019,Lama Buba Jaule,Non-Displaced,9.86412893,12.12358939,450,83,Jumbul,NG002017005,NGA002017705,ADSSHG05,Jumbul,Jumbul,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Lama Buba Jaule,83,17524,0.004736362,5
287,id_13376,5,Shelleng,13376,13547,17506,VTS_Dataset_Extract_25052019,Gombeyel,Non-Displaced,9.80313671,12.05703345,3545,656,Jumbul,NG002017005,NGA002017705,ADSSHG05,Jumbul,Jumbul,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Gombeyel,656,17524,0.037434376,5
288,id_13388,5,Shelleng,13388,13550,17509,VTS_Dataset_Extract_25052019,Ket Bello,Non-Displaced,9.95798885,11.98909285,4806,889,Ketembere,NG002017006,NGA002017706,ADSSHG06,Ketembere,Ketembere,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Ket Bello,889,17524,0.050730427,5
289,id_13391,5,Shelleng,13391,13255,5943,VTS_Dataset_Extract_25052019,HA_7,Non-Displaced,9.64926569,11.97024563,30,6,Kiri,NG002017007,NGA002017707,ADSSHG07,Kiri,Kiri,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,HA_7,6,17524,0.000342388,5
290,id_13404,5,Shelleng,13404,13467,13702,VTS_Dataset_Extract_25052019,Jauro Boderi,Non-Displaced,9.66189124,12.0342117,180,33,Kiri,NG002017007,NGA002017707,ADSSHG07,Kiri,Kiri,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Jauro Boderi,33,17524,0.001883132,5
291,id_13406,15,Shelleng,13406,13548,17507,VTS_Dataset_Extract_25052019,Anguwan Bura,Non-Displaced,9.68843024,11.99792112,4221,781,Kiri,NG002017007,NGA002017707,ADSSHG07,Kiri,Kiri,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Anguwan Bura,781,17524,0.04456745,15
292,id_13407,10,Shelleng,13407,13549,17508,VTS_Dataset_Extract_25052019,Anguwan Babayo,Non-Displaced,9.64411884,11.97725048,4643,859,Kiri,NG002017007,NGA002017707,ADSSHG07,Kiri,Kiri,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Anguwan Babayo,859,17524,0.049018489,10
293,id_13430,5,Shelleng,13430,13298,5986,VTS_Dataset_Extract_25052019,HA_18,Non-Displaced,9.69753555,12.14416832,56,10,Libbo,NG002017008,NGA002017708,ADSSHG08,Libbo,Libbo,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,HA_18,10,17524,0.000570646,5
294,id_13440,5,Shelleng,13440,13340,8680,VTS_Dataset_Extract_25052019,Buga Buga,Non-Displaced,9.69305349,12.15733671,88,16,Libbo,NG002017008,NGA002017708,ADSSHG08,Libbo,Libbo,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Buga Buga,16,17524,0.000913034,5
295,id_13459,5,Shelleng,13459,13425,11297,VTS_Dataset_Extract_25052019,Sumsi,Non-Displaced,9.75244071,12.1825688,138,26,Libbo,NG002017008,NGA002017708,ADSSHG08,Libbo,Libbo,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Sumsi,26,17524,0.00148368,5
296,id_13463,5,Shelleng,13463,13440,11312,VTS_Dataset_Extract_25052019,HA_31,Non-Displaced,9.71964642,12.11760417,154,28,Libbo,NG002017008,NGA002017708,ADSSHG08,Libbo,Libbo,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,HA_31,28,17524,0.001597809,5
297,id_13484,5,Shelleng,13484,13544,17503,VTS_Dataset_Extract_25052019,Anguwar Fela Gidado,Non-Displaced,9.68561062,12.10321474,2446,453,Libbo,NG002017008,NGA002017708,ADSSHG08,Libbo,Libbo,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Anguwar Fela Gidado,453,17524,0.025850262,5
298,id_13492,5,Shelleng,13492,13319,8659,VTS_Dataset_Extract_25052019,Wuro Bulle,Non-Displaced,9.90786716,12.01765766,71,13,Shelleng,NG002017009,NGA002017709,ADSSHG09,Shelleng,Shelleng,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Wuro Bulle,13,17524,0.00074184,5
299,id_135,25,Bade,135,142,16921,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,12.87548536,11.03980532,19204,2117,Lawan Fannami,NG036001005,NGA036001105,70107,Lawan Fannami,Lawan Fannami,Bade,NG036001,Yobe,NG036,Nigeria,NG,Garin Liman,2117,19420,0.109011329,25
300,id_13512,40,Shelleng,13512,13551,17510,VTS_Dataset_Extract_25052019,Sabon Pegi,Non-Displaced,9.89031076,12.01144934,18987,3513,Shelleng,NG002017009,NGA002017709,ADSSHG09,Shelleng,Shelleng,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Sabon Pegi,3513,17524,0.20046793,40
301,id_13549,5,Shelleng,13549,13499,13734,VTS_Dataset_Extract_25052019,Unguwar Muhammad Yaya,Non-Displaced,9.77342257,12.05428776,234,43,Talum,NG002017010,NGA002017710,ADSSHG10,Talum,Tallum,Shelleng,NG002017,Adamawa,NG002,Nigeria,NG,Unguwar Muhammad Yaya,43,17524,0.002453778,5
302,id_13627,5,Song,13627,14438,16179,VTS_Dataset_Extract_25052019,Mbor,Non-Displaced,9.89847,12.35258,324,58,Dirma,NG002018001,NGA002018801,ADSSNG01,Dirma,Dirma,Song,NG002018,Adamawa,NG002,Nigeria,NG,Mbor,58,42738,0.001357106,5
303,id_13631,5,Song,13631,14507,17517,VTS_Dataset_Extract_25052019,Rishi,Non-Displaced,9.85374697,12.35677281,1275,226,Dirma,NG002018001,NGA002018801,ADSSNG01,Dirma,Dirma,Song,NG002018,Adamawa,NG002,Nigeria,NG,Rishi,226,42738,0.005288034,5
304,id_13632,5,Song,13632,14516,17526,VTS_Dataset_Extract_25052019,Koti,Non-Displaced,9.79836,12.37917,1884,334,Dirma,NG002018001,NGA002018801,ADSSNG01,Dirma,Dirma,Song,NG002018,Adamawa,NG002,Nigeria,NG,Koti,334,42738,0.007815059,5
305,id_13635,5,Song,13635,14532,18263,IOM_DTM_Returns_XXVI,SHIMBA,Returnees,9.81745,12.29494,6050,409,Dirma,NG002018001,NGA002018801,ADSSNG01,Dirma,Dirma,Song,NG002018,Adamawa,NG002,Nigeria,NG,SHIMBA,409,42738,0.009569938,5
306,id_13665,5,Song,13665,14297,13780,VTS_Dataset_Extract_25052019,Nyare,Non-Displaced,9.80943667,12.416295,183,32,Dumne,NG002018002,NGA002018802,ADSSNG02,Dumne,Dumne,Song,NG002018,Adamawa,NG002,Nigeria,NG,Nyare,32,42738,0.000748748,5
307,id_13679,10,Song,13679,14530,17540,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,9.78524306,12.39510417,7496,1330,Dumne,NG002018002,NGA002018802,ADSSNG02,Dumne,Dumne,Song,NG002018,Adamawa,NG002,Nigeria,NG,Garin Liman,1330,42738,0.031119847,10
308,id_13737,5,Song,13737,14391,13874,VTS_Dataset_Extract_25052019,Kinto,Non-Displaced,9.976795,12.500165,247,44,Gudu Mboi,NG002018003,NGA002018803,ADSSNG03,Gudu Mboi,Gudu Mboi,Song,NG002018,Adamawa,NG002,Nigeria,NG,Kinto,44,42738,0.001029529,5
309,id_13856,5,Song,13856,14304,13787,VTS_Dataset_Extract_25052019,Nyibango,Non-Displaced,9.68463571,12.78928678,184,33,Kilange Funa,NG002018004,NGA002018804,ADSSNG04,Kilange Funa,Kilange Funa,Song,NG002018,Adamawa,NG002,Nigeria,NG,Nyibango,33,42738,0.000772147,5
310,id_13879,5,Song,13879,14494,16235,VTS_Dataset_Extract_25052019,Jabbire,Non-Displaced,9.69855,12.76823,574,102,Kilange Funa,NG002018004,NGA002018804,ADSSNG04,Kilange Funa,Kilange Funa,Song,NG002018,Adamawa,NG002,Nigeria,NG,Jabbire,102,42738,0.002386635,5
311,id_13914,5,Song,13914,14473,16214,VTS_Dataset_Extract_25052019,HA_19,Non-Displaced,9.66160462,12.71342374,445,79,Kilange Hirna,NG002018005,NGA002018805,ADSSNG05,Kilange Hirna,Kilange Hirna,Song,NG002018,Adamawa,NG002,Nigeria,NG,HA_19,79,42738,0.001848472,5
312,id_13999,5,Song,13999,14485,16226,VTS_Dataset_Extract_25052019,Jauro Thomas Tsamiya,Non-Displaced,9.99141566,12.64810909,492,87,Sigire,NG002018006,NGA002018806,ADSSNG06,Sigire,Sigire,Song,NG002018,Adamawa,NG002,Nigeria,NG,Jauro Thomas Tsamiya,87,42738,0.002035659,5
313,id_14,5,Askira/Uba,14,39,18304,IOM_DTM_Returns_XXVI,HAUSARI,Returnees,10.648,12.9103,1768,221,Askira East,NG008002001,NGA008002201,10201,Askira East,Askira East,Askira/Uba,NG008002,Borno,NG008,Nigeria,NG,HAUSARI,221,15893,0.013905493,5
314,id_140,5,Bade,140,140,16919,VTS_Dataset_Extract_25052019,Garin Liman,Non-Displaced,12.87683336,11.0476966,13672,1507,Lawan Musa,NG036001006,NGA036001106,70108,Lawan Musa,Lawan Musa,Bade,NG036001,Yobe,NG036,Nigeria,NG,Garin Liman,1507,19420,0.077600412,5
315,id_14009,5,Song,14009,13649,3183,VTS_Dataset_Extract_25052019,HA_23,Non-Displaced,9.8448125,12.61396528,26,5,Song Gari,NG002018007,NGA002018807,ADSSNG07,Song Gari,Song Gari,Song,NG002018,Adamawa,NG002,Nigeria,NG,HA_23,5,42738,0.000116992,5
316,id_14059,5,Song,14059,14527,17537,VTS_Dataset_Extract_25052019,Sabon Loko,Non-Displaced,9.7848703,12.6028224,3934,698,Song Gari,NG002018007,NGA002018807,ADSSNG07,Song Gari,Song Gari,Song,NG002018,Adamawa,NG002,Nigeria,NG,Sabon Loko,698,42738,0.01633207,5
317,id_14111,5,Song,14111,13705,6011,VTS_Dataset_Extract_25052019,HA_154,Non-Displaced,9.71737093,12.66858868,32,6,Song Waje,NG002018008,NGA002018808,ADSSNG08,Song Waje,Song Waje,Song,NG002018,Adamawa,NG002,Nigeria,NG,HA_154,6,42738,0.00014039,5
318,id_1416,5,Damaturu,1416,1500,14706,VTS_Dataset_Extract_25052019,Kulo Sumsumma,Non-Displaced,11.99525655,12.07913238,286,36,Kalallawa Gabai,NG036003005,NGA036003305,70305,Kalallawa Gabai,Kalallawa/Gabai,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,Kulo Sumsumma,36,38735,0.000929392,5
319,id_14189,5,Song,14189,14026,8839,VTS_Dataset_Extract_25052019,Jamaare Salle,Non-Displaced,9.66590964,12.53056634,91,16,Song Waje,NG002018008,NGA002018808,ADSSNG08,Song Waje,Song Waje,Song,NG002018,Adamawa,NG002,Nigeria,NG,Jamaare Salle,16,42738,0.000374374,5
320,id_14264,5,Song,14264,14440,16181,VTS_Dataset_Extract_25052019,Didango Councillor,Non-Displaced,9.74099,12.61759667,332,59,Song Waje,NG002018008,NGA002018808,ADSSNG08,Song Waje,Song Waje,Song,NG002018,Adamawa,NG002,Nigeria,NG,Didango Councillor,59,42738,0.001380504,5
321,id_14282,5,Song,14282,14510,17520,VTS_Dataset_Extract_25052019,Dorawa,Non-Displaced,9.69301,12.6119,1370,243,Song Waje,NG002018008,NGA002018808,ADSSNG08,Song Waje,Song Waje,Song,NG002018,Adamawa,NG002,Nigeria,NG,Dorawa,243,42738,0.005685807,5
322,id_14285,10,Song,14285,14525,17535,VTS_Dataset_Extract_25052019,Bariki Saijo,Non-Displaced,9.65419833,12.55869333,3606,640,Song Waje,NG002018008,NGA002018808,ADSSNG08,Song Waje,Song Waje,Song,NG002018,Adamawa,NG002,Nigeria,NG,Bariki Saijo,640,42738,0.014974964,10
323,id_14286,5,Song,14286,14528,17538,VTS_Dataset_Extract_25052019,Tsangaya,Non-Displaced,9.74793992,12.65456865,5178,919,Song Waje,NG002018008,NGA002018808,ADSSNG08,Song Waje,Song Waje,Song,NG002018,Adamawa,NG002,Nigeria,NG,Tsangaya,919,42738,0.021503112,5
324,id_1435,10,Damaturu,1435,1556,16956,VTS_Dataset_Extract_25052019,Sungul Buduwa,Non-Displaced,12.10575,12.120405,963,121,Kalallawa Gabai,NG036003005,NGA036003305,70305,Kalallawa Gabai,Kalallawa/Gabai,Damaturu,NG036003,Yobe,NG036,Nigeria,NG,Sungul Buduwa,121,38735,0.00312379,10
325,id_14408,5,Song,14408,14433,16174,VTS_Dataset_Extract_25052019,Mbai Mission,Non-Displaced,9.62018122,12.43802611,313,56,Suktu,NG002018009,NGA002018809,ADSSNG09,Suktu,Suktu,Song,NG002018,Adamawa,NG002,Nigeria,NG,Mbai Mission,56,42738,0.001310309,5
326,id_14416,5,Song,14416,14456,16197,VTS_Dataset_Extract_25052019,Anguwan Jauro,Non-Displaced,9.70799,12.43351,370,66,Suktu,NG002018009,NGA002018809,ADSSNG09,Suktu,Suktu,Song,NG002018,Adamawa,NG002,Nigeria,NG,Anguwan Jauro,66,42738,0.001544293,5
327,id_14477,5,Song,14477,14520,17530,VTS_Dataset_Extract_25052019,Sobra Borehole,Non-Displaced,9.70337223,12.26011988,2501,444,Waltandi,NG002018010,NGA002018810,ADSSNG10,Waltandi,Waltandi,Song,NG002018,Adamawa,NG002,Nigeria,NG,Sobra Borehole,444,42738,0.010388881,5
328,id_14478,5,Song,14478,14526,17536,VTS_Dataset_Extract_25052019,Waltandi,Non-Displaced,9.72044643,12.24733641,3705,658,Waltandi,NG002018010,NGA002018810,ADSSNG10,Waltandi,Waltandi,Song,NG002018,Adamawa,NG002,Nigeria,NG,Waltandi,658,42738,0.015396135,5
329,id_14506,5,Song,14506,13760,6066,VTS_Dataset_Extract_25052019,HA_97,Non-Displaced,9.96242655,12.99683627,39,7,Zumo,NG002018011,NGA002018811,ADSSNG11,Zumo,Zumo,Song,NG002018,Adamawa,NG002,Nigeria,NG,HA_97,7,42738,0.000163789,5
330,id_14624,5,Tarmua,14624,14769,6349,VTS_Dataset_Extract_25052019,Kastinari,Non-Displaced,12.09851581,11.49802993,55,8,Biriri,NG036015002,NGA036015502,71503,Biriri,Biriri/Churokusko,Tarmua,NG036015,Yobe,NG036,Nigeria,NG,Kastinari,8,18616,0.000429738,5
