list_name,name,label,label::Hausa,State,LGA,Ward,livecope,,,,
safe_coping_main,communal_cooking,Cook with other families together (communal cooking),Dafa abinci tare da sauran iyalai (abinci na gari),"I left this in, not in plan",,,,,,,
safe_coping_main,97,Other,Sauran,,,,,,,,
safe_coping_main,98,No response,Ba amsa,,,,,,,,
safe_coping_main,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
main_income,no_income,No source of income,Ba kasuwanci,,,,,,,,
main_income,agriculture,Agriculture,Noma,,,,,,,,
main_income,livestock,Livestock,Kiwo,,,,,,,,
main_income,fishery,Fishery,Kiwon kifi,,,,,,,,
main_income,trade,Trade,Kasuwanci,,,,,,,,
main_income,remittance,Remittance (relatives send money),Sakewa (sakon kudi da dangi),I took out baking if thats ok,,,,,,,
main_income,salary,Regular salaried employment,Aikin aikin albashi na yau da kullum,,,,,,,,
main_income,small_business,Small business,Karamar kasuwanci,,,,,,,,
main_income,casual_labour,Casual wage labour,Lebura/tashin biya,,,,,,,,
main_income,sell_natural_resources,"Selling of natural resources (charcoal, grass, firewood)","Sayarwa daga albarkatu na halitta (gawayi, ciyawa, katako)",,,,,,,,
main_income,begging,Begging,,,,,,,,,
main_income,sewing,Sewing,Dinki,,,,,,,,
main_income,transportation,Transportation,Hayar mota,,,,,,,,
main_income,97,Other,Sauran,,,,,,,,
main_income,98,No response,Ba amsa,,,,,,,,
main_income,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
cash_access,no_cash,No access to cash,Babu in da ake samun kudi,,,,,,,,
cash_access,atm,Bank withdrawal - ATM,A banki da ATM,,,,,,,,
cash_access,bank_counter,Bank withdrawal - counter,,,,,,,,,
cash_access,formal_money_transfer,"Formal money transfer (money agent, Western Union)","Kudade (wakilin ku?i, ?asar Tarayya)",,,,,,,,
cash_access,informal_money_transfer,Informal money transfer (cash through friends or relatives),Kudin kyauta (tsabar kudi ta hanyar abokai ko dangi),,,,,,,,
cash_access,mobile_money,Mobile phone money transfer,Kudin turawa ta waya,,,,,,,,
cash_access,hand_to_hand,"Hand to hand (from seller, employer, other person)","Hannu da hannun (daga mai sayarwa, aiki, wani mutum)",,,,,,,,
cash_access,97,Other,Wani daban,,,,,,,,
cash_access,98,No response,Ba amsa,,,,,,,,
cash_access,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
land_access_need,no_need_land,Did NOT need to access,Bana BA bukatar samun dama ,,,,,,,,
land_access_need,crops,Growing crops,Shuka amfanin gona,,,,,,,,
land_access_need,grazing,Grazing livestock,Ciyar da dabbobi,,,,,,,,
land_access_need,97,Other,Sauran,,,,,,,,
land_access_need,98,No response,Ba amsa,,,,,,,,
land_access_need,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
land_access,yes_amount_needed,"Yes, accessed amount of land needed","Eh, isa ga yawan ?asar da ake bukata",,,,,,,,
land_access,yes_not_enough,"Yes, but did not access amount of land needed","Haka ne, amma ba su isa yawan adadin da ake bukata ba",,,,,,,,
land_access,no,"No, did not access any land","A'a, ba ta shiga wata ?asa ba",,,,,,,,
,,,,,,,,,,,
land_barrier_main,no_barrier,No barriers,Babu shinge,,,,,,,,
land_barrier_main,explosives,Presence of explosive items,Kasancewa na ?asa ma'adinai / UXOs,,,,,,,,
land_barrier_main,land_taken,Someone else has taken the land,Wani ya ?auki ?asar/filin,,,,,,,,
land_barrier_main,unsafe,It is not safe to farm there / insecurity,Ba lafiya ga gona a can / rashin tsaro,,,,,,,,
land_barrier_main,charges_high,Charges from land owners too expensive,Kudi daga masu mallakar ?asa suna da tsada,,,,,,,,
land_barrier_main,97,Other,Sauran,,,,,,,,
land_barrier_main,98,No response,Ba amsa,,,,,,,,
land_barrier_main,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
agric_inputs,yes_enough,"Yes, accessed amount of seeds and other agric inputs needed",,,,,,,,,
agric_inputs,yes_not_enough,"Yes, but didn't access amount of seeds and other agric inputs needed",,,,,,,,,
agric_inputs,no_access,"
No, did not access any",,,,,,,,,
,,,,,,,,,,,
agric_inputs_barrier,no_barrier,No barriers,,,,,,,,,
agric_inputs_barrier,not_available_market,Lack of availability in the market,,,,,,,,,
agric_inputs_barrier,high_cost,High cost of seeds and other agric inputs,,,,,,,,,
agric_inputs_barrier,97,Other,,,,,,,,,
agric_inputs_barrier,98,No response,,,,,,,,,
agric_inputs_barrier,99,Don't know,,,,,,,,,
,,,,,,,,,,,
livelihoods_coping,yes,"Yes, did it in past 30 days","Haka ne, ya yi a cikin kwanaki 30 da suka gabata",,,,,,,,
livelihoods_coping,no,"No, did not do it in past 30 days","A'a, ba a yi ba a cikin kwanaki 30 da suka gabata",,,,,,,,
livelihoods_coping,exhausted,Already done before and could not do it again,An riga an yi kafin kuma ba zai iya sake yin ba,,,,,,,,
,,,,,,,,,,,
cashforlivelihoods,inkind,"Given items directly (in-kind distribution of livelihoods assets, agricultural assets, etc.)",Bada abubuwa kai tsaye (in-kind),,,,,,,,
cashforlivelihoods,cash,Receive cash directly,Samun ku?i a kai tsaye,,,,,,,,
cashforlivelihoods,mobile_cash,Receive mobile cash / credit,Sami kudi / bashi,,,,,,,,
cashforlivelihoods,cash_vouchers,Cash vouchers to exchange for goods,Musanya kudi don kaya,,,,,,,,
cashforlivelihoods,training_vocation,Provision of vocational trainings,,,,,,,,,
cashforlivelihoods,dont_want_any,Don't want any income support,Ba mu bukatar kowane tallafin ku?i,,,,,,,,
cashforlivelihoods,97,Other,Sauran,,,,,,,,
cashforlivelihoods,98,No response,Ba amsa,,,,,,,,
cashforlivelihoods,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
trash_disposal,waste_mgmt_committe,"Dedicated site or public trash bins, collected by waste management committee","Akwai waje na musamman, wanda ma'aikatan tsabtacece muhalli ke kwashewa",,,,,,,,
trash_disposal,public_authorities,"Dedicated site or public trash bins, collected by public authorities","Akwai waje na musamman, wanda jama'a ke kwashewa",,,,,,,,
trash_disposal,open_not_collected,"Trash left in open area, not collected","Akwai wajen zubar da datti, kwandon shara da kuma inda ake bari ba kwashewa afili",,,,,,,,
trash_disposal,dedicated_area_not_collected,"Trash left in a dedicated area, not collected","Ana zubar wa ako ina, Kuma akona",,,,,,,,
trash_disposal,community_pit,Trash left in community pit,Ana zubar wa ako ina kuma abinne,,,,,,,,
trash_disposal,buried_at_home,Garbage BURIED at home,Ana zubar wa ako ina kuma abarshi haka afili,,,,,,,,
trash_disposal,burned_at_home,Garbage BURNED at home,Ana binne wa agida,,,,,,,,
trash_disposal,latrines_area,In or near latrines,Ana kona wa agida,,,,,,,,
trash_disposal,drainage_area,In or near drainage,Ana zubar wa agida haka afili,,,,,,,,
trash_disposal,97,Other,Sauran,,,,,,,,
trash_disposal,98,No response,Ba amsa,,,,,,,,
trash_disposal,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
access_gov,yes_both,"Yes, both within 2km",,,,,,,,,
access_gov,police_yes,Only police station within 2km,,,,,,,,,
access_gov,gov_yes,Only a local government building within 2km,,,,,,,,,
access_gov,both_more_2km,"No, both more than 2km away",,,,,,,,,
access_gov,98,No response,,,,,,,,,
access_gov,99,Don't know,,,,,,,,,
,,,,,,,,,,,
illness,fever,Fever,Zazzabi,,,,,,,,
illness,cough,Cough,Tari,,,,,,,,
illness,diarrhea,Diarrhea,Zawo,,,,,,,,
illness,skin_infection,Skin infection,Kurajen jiki,,,,,,,,
illness,eye_infections,Eye infection/problem,Ciwon ido,,,,,,,,
illness,dizziness,Dizziness,Jiri,,,,,,,,
illness,vomiting,Vomiting,Amai,,,,,,,,
illness,injury,Injury,Ciwo ,,,,,,,,
illness,headache,Persisting headache,,,,,,,,,
illness,stomach,Stomach pains,,,,,,,,,
illness,heart,Heart problems,,,,,,,,,
illness,tooth,Tooth aches,,,,,,,,,
illness,malaria,Malaria,,,,,,,,,
illness,measles,Measles,,,,,,,,,
illness,cholera,Cholera,,,,,,,,,
illness,sti,Sexually transmitted infection,,,,,,,,,
illness,mental_illness,Mental illness symptoms,,,,,,,,,
illness,97,Other,Sauran,,,,,,,,
illness,98,No response,Ba amsa,,,,,,,,
illness,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
treatment,wouldnt_seek,Would not seek treatment in a health facility,Ba'a duba ba,,,,,,,,
treatment,hospital,Hospital,Asibiti,,,,,,,,
treatment,phc,PHC,Karamar asibiti,,,,,,,,
treatment,mobile_clinic,Mobile / outreach clinic,Asibitin tafi da gidan ka,,,,,,,,
treatment,outreach_worker,Village outreach worker,Ma'aikacin kauye,,,,,,,,
treatment,private_doctor,Private doctor,Likitan kudi,,,,,,,,
treatment,shop_seller,Patent medicine store / Chemist,Shago,,,,,,,,
treatment,street_seller,Street seller,,,,,,,,,
treatment,traditional_practicioner,Traditional practitioner,Mai maganin gargajiya,,,,,,,,
treatment,pharmacy_dispensary,Pharmacy / Dispensary,Kemis,,,,,,,,
treatment,97,Other,Sauran,,,,,,,,
treatment,98,No response,Ba amsa,,,,,,,,
treatment,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
hf_distance,less_2km,Less than 2km,Kasa da 2km,,,,,,,,
hf_distance,2_5km,Within 2-5km,A cikin 2-5km,,,,,,,,
hf_distance,more_than_5km,More than 5km,Fiye da 5km,,,,,,,,
hf_distance,98,No response,Ba amsa,,,,,,,,
hf_distance,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
healthfacility,hospital,Hospital (public or private),Asibiti,,,,,,,,
healthfacility,phc,PHC,Karamar asibiti,,,,,,,,
healthfacility,mobile_clinic,Mobile / outreach clinic,,,,,,,,,
healthfacility,outreach_worker,Village outreach worker,,,,,,,,,
healthfacility,private_doctor,Private doctor,,,,,,,,,
healthfacility,patent_medicine,Patent medicine store / Chemist,,,,,,,,,
healthfacility,traditional_practicioner,Traditional practitioner,,,,,,,,,
healthfacility,pharmacy_dispensary,Pharmacy / Dispensary,Asibitin tafi da gidan ka,,,,,,,,
healthfacility,97,Other,Sauran,,,,,,,,
healthfacility,98,No response,Ba amsa,,,,,,,,
healthfacility,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
health_barrier,no_barrier,No barrier,Babu kariya,,,,,,,,
health_barrier,hf_unsafe,Health facility in an unsafe location / travel unsafe due to armed groups,"Asibitin na cike da kungiyoyin da ke dauke da makamai (AOG, CJTF, Military)",,,,,,,,
health_barrier,explosives,Health facility area is not secure due to presence of explosive hazards,"Ba lafiya don hanyar tafiya zuwa asibitin ba kyau saboda kungiyoyin yan ta'adda (AOG, CJTF, Military)",,,,,,,,
health_barrier,services_expensive,Services have high cost,Ayyukan suna da tsada,,,,,,,,
health_barrier,medicine_expensive,Medicine has high cost,Magungunan yana da tsada,,,,,,,,
health_barrier,staff_not_qualified,No qualified staff at health facility,Babu ma'aikatan da suka dace a wurin kiwon lafiya,,,,,,,,
health_barrier,medicine_not_available,No medicine available at health facility,Babu magani a asibitin,,,,,,,,
health_barrier,language_barrier,Language barrier,Banban cin harshe,,,,,,,,
health_barrier,medical_staff_refused,Medical staff refused treatment without explanation,Ma'aikatan kiwon lafiya sun ?i magani ba tare da bayani ba,,,,,,,,
health_barrier,lack_female_worker,Lack of female workers to attend female patients,,,,,,,,,
health_barrier,health_worker_refused_gender,Health worker refused treatment to woman or girl,,,,,,,,,
health_barrier,lack_privacy,Lack of privacy in health facility,,,,,,,,,
health_barrier,no_treatment_available,No treatment available for my disease at closest health facility,Babu magani mai kyau da ya dace da ciwon na a cikin asibiti ,,,,,,,,
health_barrier,phc_no_referral,PHC did not provide referral,PHC ba ta tura mu waje daban ba,,,,,,,,
health_barrier,hf_far,Health facility is too far away,Asibitin ya yi nisa,,,,,,,,
health_barrier,no_transport,No transportation available,Babu sufuri yana samuwa,,,,,,,,
health_barrier,road_condition,Road to go there is in too bad condition,,,,,,,,,
health_barrier,problems_documents,Problems with civil documents,Matsaloli da takardun sheda,,,,,,,,
health_barrier,phc_wasnt_open,PHC not open when you go,PHC ba ta bude lokacin da kake tafiya ba,,,,,,,,
health_barrier,family_doesnt_support,No support from family to seek treatment at PHC or Hospital,Babu goyon baya daga iyali don neman magani a PHC ko asibitin,,,,,,,,
health_barrier,97,Other,Sauran,,,,,,,,
health_barrier,98,No response,Ba amsa,,,,,,,,
health_barrier,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
birth_location,ngo_facility,At NGO health facility,A wurin kiwon lafiyar NGO,,,,,,,,
birth_location,gov_facility,At Government health facility,A asibitin gwamnati,,,,,,,,
birth_location,home,At home,Agida,,,,,,,,
birth_location,97,Other,Sauran,,,,,,,,
birth_location,98,No response,Ba amsa,,,,,,,,
birth_location,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
birth_attendant,skilled_birthattendant,"Skilled birth attendant (doctor, nurse, midwife)","Kwararra mai karbar haihuwa (likita, ungozoma)",,,,,,,,
birth_attendant,other_healthcare_worker,"Other health care worker (health volunteer, CHEW)","Sauran ma'aikacin lafiyar (ma'aikacin kiwon lafiya, CHEW)",,,,,,,,
birth_attendant,trad_birthattendant,Traditional birth attendant,ungozoma,,,,,,,,
birth_attendant,women_community,Other women in the community,Wasu mata a cikin al'umma,,,,,,,,
birth_attendant,no_support,No support,Babu goyon baya,,,,,,,,
birth_attendant,97,Other,Sauran,,,,,,,,
birth_attendant,98,No response,Ba amsa,,,,,,,,
birth_attendant,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
cashforhealth,dont_need_support,Do not want support,Ba na bukatar taimako,,,,,,,,
cashforhealth,direct_health_services,Direct provision of health services,Abani taimako ta fanin lafiya kai tsaye ,,,,,,,,
cashforhealth,direct_medicines,Direct provision of medicines,,,,,,,,,
cashforhealth,direct_transport,Direct provision of transportation to health faciltiies,Abani motan da zata kai ni asibiti kai tsaye,,,,,,,,
cashforhealth,cash_health_services,Cash for health service fees,Kudin biyan asibiti,,,,,,,,
cashforhealth,cash_medicine,Cash for medicine,Kudin magani,,,,,,,,
cashforhealth,cash_transport,Cash for transportation to health facilities,Kudin motar zuwa asibiti,,,,,,,,
cashforhealth,mix_cash_health_services,Mix of cash and provision of health services,Kudi da kuma taimako ta fanni asibiti,,,,,,,,
cashforhealth,mix_cash_medicine,Mix of cash and provision of medicine,Kudi da kuma taimako ta fanni asibiti da magani,,,,,,,,
cashforhealth,97,Other,Sauran,,,,,,,,
cashforhealth,98,No response,Ba amsa,,,,,,,,
cashforhealth,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
info_sources,4,Civilian Joint Task Force (CJTF),Madadin yan gora/na ikin sa kai (CJTF),,,,,,,,
info_sources,5,My Bulama or other traditional authority,Bulaman mu ne ko wani basarake,,,,,,,,
info_sources,6,Internet,Intaneti,,,,,,,,
info_sources,7,Radio,Radiyo,,,,,,,,
info_sources,8,Someone in my village of origin (via mobile phone),Wani acikin yan garin mu ta wayan hannu,,,,,,,,
info_sources,9,Someone in my village of origin (via satellite phone/Thuraya),Wani acikin yan garin mu ta wayan sadarwa ta turaya,,,,,,,,
info_sources,10,I obtain the information at my village of origin in person,Da kai na na samo labarin agarin mu,,,,,,,,
info_sources,11,"Someone who was there in person (but not a representative of the UN, NGOs, or Nigerian Gov’t/ military)","Wani ne dai (amma ba daga kungiyar agaji ko da majalisar dinkin duniya, gomnatin kasa ko jamian tsaro)",,,,,,,,
info_sources,12,"Someone else who is in contact with the area over phone/satellite/internet (but not a representative of the UN, NGOs, or Nigerian Gov’t/ military)","Wani ne aka samu ta wayan hanyar sadarwa (amma ba daga kungiyar agaji ko da majalisar dinkin duniya, gomnatin kasa ko jamian tsaro)",,,,,,,,
info_sources,97,Other,Sauran,,,,,,,,
info_sources,98,No response,Ba amsa,,,,,,,,
info_sources,99,Don't know,Bani da amsa,,,,,,,,
,,,,,,,,,,,
who_collect,1,Head of household,Maigidan ne,,,,,,,,
who_collect,2,Men,Maza,,,,,,,,
who_collect,3,Women,Mata,,,,,,,,
who_collect,4,Boys,Yara maza,,,,,,,,
who_collect,5,Girls,Yra mata,,,,,,,,
who_collect,97,Other,Sauran,,,,,,,,
who_collect,98,No response,Ba amsa,,,,,,,,
who_collect,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
cashforlive,1,Do not want support,Bana bukatan taimako,,,,,,,,
cashforlive,2,Direct provision of seeds,Abani irin shuki,,,,,,,,
cashforlive,3,Direct provision of agricultural equipment,Abani kayan aiki agona,,,,,,,,
cashforlive,4,Direct provision of livestock,Abani dabbobi,,,,,,,,
cashforlive,5,Cash for starting small business / trading,Abani kudin fara wata yar kasuwanci na,,,,,,,,
cashforlive,6,Cash for seeds,Kudin sayan iri,,,,,,,,
cashforlive,7,Cash for agricultural equipment,Kudin sayan kayan aikin gona,,,,,,,,
cashforlive,8,Cash for livestock,Abani kudin sayan dabbobi,,,,,,,,
cashforlive,9,Mix of cash and proviision of seeds,Abani kudi da iri,,,,,,,,
cashforlive,10,Mix of cash and provision of agricutlural equipment,Abani kudi da kayan aikin gona,,,,,,,,
cashforlive,11,Mix of cash and provision of livestock,Abani kudi da dabbobi,,,,,,,,
cashforlive,97,Other,Sauran,,,,,,,,
cashforlive,98,No response,Ba amsa,,,,,,,,
cashforlive,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
aid_source,ingo,International NGO provided assistance,?ungiyoyin NGO na kasa sun ba da taimako,,,,,,,,
aid_source,nngo,Local NGO provided assistance,Kungiyoyin NGO na gida sun ba da taimako,,,,,,,,
aid_source,gov,Government provided assistance,Gwamnatin ta ba da taimako,,,,,,,,
aid_source,community,Assistance from community,Taimako daga al'umma,,,,,,,,
aid_source,family_friend,Family or friends,,,,,,,,,
aid_source,97,Other,Sauran,,,,,,,,
aid_source,98,No response,Ba amsa,,,,,,,,
aid_source,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_type,wash,"WASH support (water, infrastructure or hygiene promotion)","Ruwa, bayan gida, ingantaccen tsabta",,,,,,,,
aid_type,food,Food support,Taimakon abinci ,,,,,,,,
aid_type,livelihoods,"Livelihoods support (vocational trainings, assets, etc.)",Kasuwanci (tsabar ku?i ko tallafin aiki),,,,,,,,
aid_type,health,Health support,Ayyukan kiwon lafiya ko abinci mai gina jiki,,,,,,,,
aid_type,mhpss,Mental health support,"Ayyukan kare (aiki na zamantakewa, sake ha?a iyali, tsaro)",,,,,,,,
aid_type,nutrition,Nutrition support,Gida da kayan da ba na ci ba,,,,,,,,
aid_type,nfi,NFI support,,,,,,,,,
aid_type,shelter,Shelter support,,,,,,,,,
aid_type,education,Education support,,,,,,,,,
aid_type,protection_security,Protection services - security,Ilimi,,,,,,,,
aid_type,protection_uxo,Protection services - explosive hazards awareness / mine risk education,Sauran,,,,,,,,
aid_type,protection_family,Protection services - family reunification,Ba amsa,,,,,,,,
aid_type,protection_icla,Protection services - Legal counselling / documentation support,Ban sani ba,,,,,,,,
aid_type,97,Other,,,,,,,,,
aid_type,98,No response,,,,,,,,,
aid_type,99,Don't know,,,,,,,,,
,,,,,,,,,,,
aid_modality,inkind,"In-kind assistance (food, water, NFI, shelter, etc.)",,,,,,,,,
aid_modality,cash,"Cash assistance (bank transfer, cash distribution, voucher, mobile transfer, etc.)",,,,,,,,,
aid_modality,mixed,Mixed (in-kind AND cash),,,,,,,,,
aid_modality,training,"Training (livelihood, vocational, etc.)",,,,,,,,,
aid_modality,97,Other,,,,,,,,,
,,,,,,,,,,,
sat_aid,1,Quantity not good enough,Yawa amma ba kyau,,,,,,,,
sat_aid,2,Quality not good enough,Ba kyau sosai,,,,,,,,
sat_aid,3,Not provided in a timely manner,Ba a bayar da ita a dacewa ba,,,,,,,,
sat_aid,4,Aid received not appropriate to needs,Taimakon ba ta dace da bukatun ba,,,,,,,,
sat_aid,97,Other,Sauran,,,,,,,,
sat_aid,98,No response,Ba amsa,,,,,,,,
sat_aid,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
sat_workers_aid,1,"Rude, unprofessional",Rashin sanin aiki,,,,,,,,
sat_workers_aid,2,Asked for goods or money in exchange for aid,Tambaya don kaya ko kudi a musayar don taimako,,,,,,,,
sat_workers_aid,3,"Serious abuses (explotation, assault, sexual violence)","Magance mai tsanani (amfani, hari, tashin hankali)",,,,,,,,
sat_workers_aid,97,Other,Sauran,,,,,,,,
sat_workers_aid,98,No response,Ba amsa,,,,,,,,
sat_workers_aid,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_info_want,no_info,No need for information,Babu bu?atar bayani,,,,,,,,
aid_info_want,news_home,News on what is happening in your home,Labari  game da abin da ke faruwa a gidanka,,,,,,,,
aid_info_want,news_current,News on what is happening in your current location,Labari game da abin da ke faruwa a wurinka na yanzu,,,,,,,,
aid_info_want,finding_missing,Finding missing people,Gano mutanen da suka bace,,,,,,,,
aid_info_want,security_current,The security situation in current location,Yanayin tsaro a halin yanzu,,,,,,,,
aid_info_want,register_aid,"How to register for assistance in food, water, cash, fuel, shelter","Yadda za a yi rajista domin taimako a abinci, ruwa, tsabar kudi, man fetur, tsari",,,,,,,,
aid_info_want,access_health_nutrition,How to access health or nutrition services,Yadda za a iya samun damar kiwon lafiya ko sabis na abinci,,,,,,,,
aid_info_want,access_education,How to get schools and education for children,Yadda ake samun makarantu da ilimi ga yara,,,,,,,,
aid_info_want,prices_food_crops,"Prices for food, crops, or livestock ","Farashin abinci, ko dabbobi",,,,,,,,
aid_info_want,help_after_attack,How to get help after sexual attack or harrassment,Yadda za a samu taimako bayan an kai hari ko hargitsi,,,,,,,,
aid_info_want,prevent_attack_harassment,How to stay safe to prevent sexual attack or harrasment,Yadda za a zauna lafiya don hana ha?ari ko hargitsi,,,,,,,,
aid_info_want,replace_id,"How to replace personal documentation (birth certificate, ID)","Yadda za a maye gurbin takardun sirri (takardar shaidar haihuwa, ID)",,,,,,,,
aid_info_want,find_work,How to find work,Yadda za a sami aikin,,,,,,,,
aid_info_want,get_transport,How to get transport,Yadda za a samu sufuri,,,,,,,,
aid_info_want,return_aoo,Info about possible return to place of origin,Bayani game da yiwuwar komawa wurin asalin,,,,,,,,
aid_info_want,info_relocation,Info about relocation,Bayani game da sake komawa,,,,,,,,
aid_info_want,access_justice,Info about how to access justice / legal action,,,,,,,,,
aid_info_want,info_aid_agencies,Info about aid agencies they are recieving aid from,Bayani game da hukumomin agaji suna samun taimako daga,,,,,,,,
aid_info_want,complain_aid,How to complain about the aid you are receiving,Yadda za a koka game da taimakon da kake karbar,,,,,,,,
aid_info_want,compain_aidworkers,How to complain about bad behaviour of aid workers,Yadda za a yi koka game da mummunan hali na ma'aikatan agaji,,,,,,,,
aid_info_want,expected_behaviour_aidworkers,What behaviour should expect from aid workers,Wace hali ya kamata a yi tsammani daga ma'aikatan agaji,,,,,,,,
aid_info_want,97,Other,Sauran,,,,,,,,
aid_info_want,98,No response,Ba amsa,,,,,,,,
aid_info_want,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
aid_source_pref,comm_leader,"Community leader (bulama, lawan)","Bulama, Lawan",,,,,,,,
aid_source_pref,religious_leader,Religious leader,Malamin addini,,,,,,,,
aid_source_pref,federal_gov,State/Federal Government officials,Gomnatin jiha da tarraya,,,,,,,,
aid_source_pref,local_gov,Loca/Ward Government officials,Karamar hukuma,,,,,,,,
aid_source_pref,cjtf,CJTF,CJTF,,,,,,,,
aid_source_pref,military,Military officials,Sojjoji,,,,,,,,
aid_source_pref,friend_family,Friends / family,Yan uwa da abokan azziki,,,,,,,,
aid_source_pref,aid_un,Aid workers from United Nations,Ma'aikatan agaji daga Majalisar Dinkin Duniya,,,,,,,,
aid_source_pref,ai_nngo,Aid workers from local NGOs,Ma'aikatan agaji daga kungiyoyi masu zaman kansu na gida,,,,,,,,
aid_source_pref,aid_ingo,Aid workers from intenrational NGOs,Ma'aikatan agaji daga kungiyoyi masu zaman kansu na kasa da kasa,,,,,,,,
aid_source_pref,97,Other,Sauran,,,,,,,,
aid_source_pref,98,No response,Ba amsa,,,,,,,,
aid_source_pref,99,Don’t know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_mode,phone_call,Phone call (mobile phone),Kiran waya (wayar hannu),,,,,,,,
aid_mode,text_message,Text message (mobile phone),Sa?on rubutu (wayar hannu),,,,,,,,
aid_mode,radio,Radio,Radiwo,,,,,,,,
aid_mode,face_face,In person/ face to face,A mutum / fuskar fuska,,,,,,,,
aid_mode,facebook,Facebook,Kaffar sadda zumunta ta facebook,,,,,,,,
aid_mode,twitter,Twitter,Kaffar sadda zumunta ta twitter,,,,,,,,
aid_mode,whatsapp,Whatsapp,Kaffar sadda zumunta whatsapp,,,,,,,,
aid_mode,posters,Posters,Hotuna,,,,,,,,
aid_mode,info_desk,Information desks in camps,Bayanai na bayanai a sansanin,,,,,,,,
aid_mode,community_event,Community events,Ayyukan al'umma,,,,,,,,
aid_mode,97,Other,Sauran,,,,,,,,
aid_mode,98,No response,Ba amsa,,,,,,,,
aid_mode,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_feedback,no_feedback,Don't want to give feedback,Bana bukatar martani,,,,,,,,
aid_feedback,face_face_aid_home,Face to face to aid worker (at home),Fuska da fuska don taimaka wa ma'aikacin (a gida),,,,,,,,
aid_feedback,face_face_aid_office,Face to face to aid worker (at office / other location),Fuska da fuska don taimaka wa ma'aikacin (a ofishin / sauran wuri),,,,,,,,
aid_feedback,face_face_comm,Face to face to another member of the community,Fuska wa fuska ga wani memba na al'umma,,,,,,,,
aid_feedback,phone_call,Phone call (mobile phone),Kiran waya (wayar hannu),,,,,,,,
aid_feedback,text_message,Text message (mobile phone),Sa?on rubutu (wayar hannu),,,,,,,,
aid_feedback,complaint_box,Complaints / suggestions box,Gunaguni / shawarwarin shawarwari,,,,,,,,
aid_feedback,97,Other,Sauran,,,,,,,,
aid_feedback,98,No response,Ba amsa,,,,,,,,
aid_feedback,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aidsafewhere,yes_safe,"Yes, safe","Ee, lafiya",,,,,,,,
aidsafewhere,no_distribution,"No, not safe at the point of service/distribution","A'a, ba mai lafiya a wurin sabis / rarraba",,,,,,,,
aidsafewhere,no_travelling,"No, not safe while traveling to or from the point of service/distribution","A'a, ba lafiya yayin tafiya zuwa ko daga wurin sabis / rarraba",,,,,,,,
aidsafewhere,no_travelling_and_distribution,"No, not safe while traveling or at the point of service/distribution","A'a, ba lafiya yayin tafiya ko a wurin sabis / rarraba",,,,,,,,
aidsafewhere,97,Other,Sauran,,,,,,,,
aidsafewhere,98,No response,Ba amsa,,,,,,,,
aidsafewhere,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aidsafe,1,Verbal harrasment ,Cin zarafi da kalma,,,,,,,,
aidsafe,2,Physical assault,Dambe,,,,,,,,
aidsafe,3,Presence of explosive items ,Gabatar da abubuwa masu fashewa,,,,,,,,
aidsafe,4,Presence of armed groups,Gabatar da kungiyoyin kungiyoyi,,,,,,,,
aidsafe,97,Other,Sauran,,,,,,,,
aidsafe,98,No response,Ba amsa,,,,,,,,
aidsafe,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
excluded,men,Men,Maza,,,,,,,,
excluded,women,Women,Mata,,,,,,,,
excluded,ado_boy,Adolescent boys (12 - 18 years),Yaro matashi (shekara 12 zuwa 18),,,,,,,,
excluded,ado_girl,Adolescent girls (12 - 18 years),Yarinya matashiya (shekara 12 zuwa 18),,,,,,,,
excluded,boy,Boys (less than 12 years),Yoro (kasa da shekara 12),,,,,,,,
