list_name,name,label,label::Hausa,State,LGA,Ward,livecope,,,,
cashforlive,98,No response,Ba amsa,,,,,,,,
cashforlive,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
aid_source,ingo,International NGO provided assistance,?ungiyoyin NGO na kasa sun ba da taimako,,,,,,,,
aid_source,nngo,Local NGO provided assistance,Kungiyoyin NGO na gida sun ba da taimako,,,,,,,,
aid_source,gov,Government provided assistance,Gwamnatin ta ba da taimako,,,,,,,,
aid_source,community,Assistance from community,Taimako daga al'umma,,,,,,,,
aid_source,97,Other,Sauran,,,,,,,,
aid_source,98,No response,Ba amsa,,,,,,,,
aid_source,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_type,wash,"WASH support (water, infrastructure or hygiene promotion)","Ruwa, bayan gida, ingantaccen tsabta",,,,,,,,
aid_type,food,Food support,Taimakon abinci ,,,,,,,,
aid_type,livelihoods,"Livelihoods support (vocational trainings, assets, etc.)",Kasuwanci (tsabar ku?i ko tallafin aiki),,,,,,,,
aid_type,health,Health support,Ayyukan kiwon lafiya ko abinci mai gina jiki,,,,,,,,
aid_type,mhpss,Mental health support,"Ayyukan kare (aiki na zamantakewa, sake ha?a iyali, tsaro)",,,,,,,,
aid_type,nutrition,Nutrition support,Gida da kayan da ba na ci ba,,,,,,,,
aid_type,nfi,NFI support,,,,,,,,,
aid_type,shelter,Shelter support,,,,,,,,,
aid_type,education,Education support,,,,,,,,,
aid_type,protection_security,Protection services - security,Ilimi,,,,,,,,
aid_type,protection_uxo,Protection services - explosive hazards awareness / mine risk education,Sauran,,,,,,,,
aid_type,protection_family,Protection services - family reunification,Ba amsa,,,,,,,,
aid_type,protection_icla,Protection services - Legal counselling / documentation support,Ban sani ba,,,,,,,,
aid_type,97,Other,,,,,,,,,
aid_type,98,No response,,,,,,,,,
aid_type,99,Don't know,,,,,,,,,
,,,,,,,,,,,
aid_modality,inkind,"In-kind assistance (food, water, NFI, shelter, etc.)",,,,,,,,,
aid_modality,cash,"Cash assistance (bank transfer, cash distribution, voucher, mobile transfer, etc.)",,,,,,,,,
aid_modality,mixed,Mixed (in-kind AND cash),,,,,,,,,
aid_modality,training,"Training (livelihood, vocational, etc.)",,,,,,,,,
aid_modality,97,Other,,,,,,,,,
,,,,,,,,,,,
sat_aid,1,Quantity not good enough,Yawa amma ba kyau,,,,,,,,
sat_aid,2,Quality not good enough,Ba kyau sosai,,,,,,,,
sat_aid,3,Not provided in a timely manner,Ba a bayar da ita a dacewa ba,,,,,,,,
sat_aid,4,Aid received not appropriate to needs,Taimakon ba ta dace da bukatun ba,,,,,,,,
sat_aid,97,Other,Sauran,,,,,,,,
sat_aid,98,No response,Ba amsa,,,,,,,,
sat_aid,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
sat_workers_aid,1,"Rude, unprofessional",Rashin sanin aiki,,,,,,,,
sat_workers_aid,2,Asked for goods or money in exchange for aid,Tambaya don kaya ko kudi a musayar don taimako,,,,,,,,
sat_workers_aid,3,"Serious abuses (explotation, assault, sexual violence)","Magance mai tsanani (amfani, hari, tashin hankali)",,,,,,,,
sat_workers_aid,97,Other,Sauran,,,,,,,,
sat_workers_aid,98,No response,Ba amsa,,,,,,,,
sat_workers_aid,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_info_want,no_info,No need for information,Babu bu?atar bayani,,,,,,,,
aid_info_want,news_home,News on what is happening in your home,Labari  game da abin da ke faruwa a gidanka,,,,,,,,
aid_info_want,news_current,News on what is happening in your current location,Labari game da abin da ke faruwa a wurinka na yanzu,,,,,,,,
aid_info_want,finding_missing,Finding missing people,Gano mutanen da suka bace,,,,,,,,
aid_info_want,security_current,The security situation in current location,Yanayin tsaro a halin yanzu,,,,,,,,
aid_info_want,register_aid,"How to register for assistance in food, water, cash, fuel, shelter","Yadda za a yi rajista domin taimako a abinci, ruwa, tsabar kudi, man fetur, tsari",,,,,,,,
aid_info_want,access_health_nutrition,How to access health or nutrition services,Yadda za a iya samun damar kiwon lafiya ko sabis na abinci,,,,,,,,
aid_info_want,access_education,How to get schools and education for children,Yadda ake samun makarantu da ilimi ga yara,,,,,,,,
aid_info_want,prices_food_crops,"Prices for food, crops, or livestock ","Farashin abinci, ko dabbobi",,,,,,,,
aid_info_want,help_after_attack,How to get help after sexual attack or harrassment,Yadda za a samu taimako bayan an kai hari ko hargitsi,,,,,,,,
aid_info_want,prevent_attack_harassment,How to stay safe to prevent sexual attack or harrasment,Yadda za a zauna lafiya don hana ha?ari ko hargitsi,,,,,,,,
aid_info_want,replace_id,"How to replace personal documentation (birth certificate, ID)","Yadda za a maye gurbin takardun sirri (takardar shaidar haihuwa, ID)",,,,,,,,
aid_info_want,find_work,How to find work,Yadda za a sami aikin,,,,,,,,
aid_info_want,get_transport,How to get transport,Yadda za a samu sufuri,,,,,,,,
aid_info_want,return_aoo,Info about possible return to place of origin,Bayani game da yiwuwar komawa wurin asalin,,,,,,,,
aid_info_want,info_relocation,Info about relocation,Bayani game da sake komawa,,,,,,,,
aid_info_want,access_justice,Info about how to access justice / legal action,,,,,,,,,
aid_info_want,info_aid_agencies,Info about aid agencies they are recieving aid from,Bayani game da hukumomin agaji suna samun taimako daga,,,,,,,,
aid_info_want,complain_aid,How to complain about the aid you are receiving,Yadda za a koka game da taimakon da kake karbar,,,,,,,,
aid_info_want,compain_aidworkers,How to complain about bad behaviour of aid workers,Yadda za a yi koka game da mummunan hali na ma'aikatan agaji,,,,,,,,
aid_info_want,expected_behaviour_aidworkers,What behaviour should expect from aid workers,Wace hali ya kamata a yi tsammani daga ma'aikatan agaji,,,,,,,,
aid_info_want,97,Other,Sauran,,,,,,,,
aid_info_want,98,No response,Ba amsa,,,,,,,,
aid_info_want,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
aid_source_pref,comm_leader,"Community leader (bulama, lawan)","Bulama, Lawan",,,,,,,,
aid_source_pref,religious_leader,Religious leader,Malamin addini,,,,,,,,
aid_source_pref,federal_gov,State/Federal Government officials,Gomnatin jiha da tarraya,,,,,,,,
aid_source_pref,local_gov,Loca/Ward Government officials,Karamar hukuma,,,,,,,,
aid_source_pref,cjtf,CJTF,CJTF,,,,,,,,
aid_source_pref,military,Military officials,Sojjoji,,,,,,,,
aid_source_pref,friend_family,Friends / family,Yan uwa da abokan azziki,,,,,,,,
aid_source_pref,aid_un,Aid workers from United Nations,Ma'aikatan agaji daga Majalisar Dinkin Duniya,,,,,,,,
aid_source_pref,ai_nngo,Aid workers from local NGOs,Ma'aikatan agaji daga kungiyoyi masu zaman kansu na gida,,,,,,,,
aid_source_pref,aid_ingo,Aid workers from intenrational NGOs,Ma'aikatan agaji daga kungiyoyi masu zaman kansu na kasa da kasa,,,,,,,,
aid_source_pref,97,Other,Sauran,,,,,,,,
aid_source_pref,98,No response,Ba amsa,,,,,,,,
aid_source_pref,99,Don’t know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_mode,phone_call,Phone call (mobile phone),Kiran waya (wayar hannu),,,,,,,,
aid_mode,text_message,Text message (mobile phone),Sa?on rubutu (wayar hannu),,,,,,,,
aid_mode,radio,Radio,Radiwo,,,,,,,,
aid_mode,face_face,In person/ face to face,A mutum / fuskar fuska,,,,,,,,
aid_mode,facebook,Facebook,Kaffar sadda zumunta ta facebook,,,,,,,,
aid_mode,twitter,Twitter,Kaffar sadda zumunta ta twitter,,,,,,,,
aid_mode,whatsapp,Whatsapp,Kaffar sadda zumunta whatsapp,,,,,,,,
aid_mode,posters,Posters,Hotuna,,,,,,,,
aid_mode,info_desk,Information desks in camps,Bayanai na bayanai a sansanin,,,,,,,,
aid_mode,community_event,Community events,Ayyukan al'umma,,,,,,,,
aid_mode,97,Other,Sauran,,,,,,,,
aid_mode,98,No response,Ba amsa,,,,,,,,
aid_mode,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aid_feedback,no_feedback,Don't want to give feedback,Bana bukatar martani,,,,,,,,
aid_feedback,face_face_aid_home,Face to face to aid worker (at home),Fuska da fuska don taimaka wa ma'aikacin (a gida),,,,,,,,
aid_feedback,face_face_aid_office,Face to face to aid worker (at office / other location),Fuska da fuska don taimaka wa ma'aikacin (a ofishin / sauran wuri),,,,,,,,
aid_feedback,face_face_comm,Face to face to another member of the community,Fuska wa fuska ga wani memba na al'umma,,,,,,,,
aid_feedback,phone_call,Phone call (mobile phone),Kiran waya (wayar hannu),,,,,,,,
aid_feedback,text_message,Text message (mobile phone),Sa?on rubutu (wayar hannu),,,,,,,,
aid_feedback,complaint_box,Complaints / suggestions box,Gunaguni / shawarwarin shawarwari,,,,,,,,
aid_feedback,97,Other,Sauran,,,,,,,,
aid_feedback,98,No response,Ba amsa,,,,,,,,
aid_feedback,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aidsafewhere,yes_safe,"Yes, safe","Ee, lafiya",,,,,,,,
aidsafewhere,no_distribution,"No, not safe at the point of service/distribution","A'a, ba mai lafiya a wurin sabis / rarraba",,,,,,,,
aidsafewhere,no_travelling,"No, not safe while traveling to or from the point of service/distribution","A'a, ba lafiya yayin tafiya zuwa ko daga wurin sabis / rarraba",,,,,,,,
aidsafewhere,no_travelling_and_distribution,"No, not safe while traveling or at the point of service/distribution","A'a, ba lafiya yayin tafiya ko a wurin sabis / rarraba",,,,,,,,
aidsafewhere,97,Other,Sauran,,,,,,,,
aidsafewhere,98,No response,Ba amsa,,,,,,,,
aidsafewhere,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
aidsafe,1,Verbal harrasment ,Cin zarafi da kalma,,,,,,,,
aidsafe,2,Physical assault,Dambe,,,,,,,,
aidsafe,3,Presence of explosive items ,Gabatar da abubuwa masu fashewa,,,,,,,,
aidsafe,4,Presence of armed groups,Gabatar da kungiyoyin kungiyoyi,,,,,,,,
aidsafe,97,Other,Sauran,,,,,,,,
aidsafe,98,No response,Ba amsa,,,,,,,,
aidsafe,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
excluded,men,Men,Maza,,,,,,,,
excluded,women,Women,Mata,,,,,,,,
excluded,ado_boy,Adolescent boys (12 - 18 years),Yaro matashi (shekara 12 zuwa 18),,,,,,,,
excluded,ado_girl,Adolescent girls (12 - 18 years),Yarinya matashiya (shekara 12 zuwa 18),,,,,,,,
excluded,boy,Boys (less than 12 years),Yoro (kasa da shekara 12),,,,,,,,
excluded,girl,Girls (less than 12 years),Yarinya (kasa da shekara 12),,,,,,,,
excluded,elder_man,Elderly men (greater than 60 years),Tsoho (mai shekara sama da 60),,,,,,,,
excluded,elder_woman,Elderly women (greater than 60 years),Tsohuwa (mai shekara sama da 60),,,,,,,,
excluded,ethnicity,Persons based on their ethnicity/different community,,,,,,,,,
excluded,97,Other,Sauran,,,,,,,,
excluded,98,No response,Ba amsa,,,,,,,,
excluded,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
infobarrier,1,No need for information,Ba na bukatar bayani,,,,,,,,
infobarrier,2,I have no obstacles accessing information I need,Ba ni da wata matsala ga samun bayanai da nake bu?ata,,,,,,,,
infobarrier,3,Lack of electricity,Rashin wutar lantarki,,,,,,,,
infobarrier,4,Lack of mobile networks,Rashin cibiyoyin sadarwa na hannu,,,,,,,,
infobarrier,5,Information is in the wrong languaeg,Bayani yana cikin harshen ba daidai ba,,,,,,,,
infobarrier,6,Information is written and I can't read,An rubuta bayanin kuma ba zan iya karanta ba,,,,,,,,
infobarrier,7,I can't buy phone credit,Ba zan iya saya wayar bashi ba,,,,,,,,
infobarrier,97,Other,Sauran,,,,,,,,
infobarrier,98,No response,Ba amsa,,,,,,,,
infobarrier,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
concernraise,1,Through aid workers directly,Ta hannun ma'aikatan agaji kai tsaye,,,,,,,,
concernraise,2,"Through community leaders, who share with aid workers","Ta hanyar jagorancin al'umma, wa?anda suke tare da ma'aikatan agaji",,,,,,,,
concernraise,3,Through complaints box,Ta hanyar akwatin amsar,,,,,,,,
concernraise,4,Through complaints telephone number,Ta hanyar lambobin wayar tarho,,,,,,,,
concernraise,97,Other,Sauran,,,,,,,,
concernraise,98,No response,Ba amsa,,,,,,,,
concernraise,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
concernresponse,1,"Yes, satisfied","Eh, na gamsu",,,,,,,,
concernresponse,2,Partially satisfied,Na gamsu kadan,,,,,,,,
concernresponse,3,Not satisfied,Ban gamsu ba,,,,,,,,
concernresponse,4,Never received a response,Ban ta ba samin amsa ba,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
needs,1,No needs,Ba na bukata,,,,,,,,
needs,2,Food,Abinci,,,,,,,,
needs,3,Water,Ruwa,,,,,,,,
needs,4,Latrines,Bayan gida,,,,,,,,
needs,5,Health,Lafiya,,,,,,,,
needs,6,Reunification with family,Ganawa tare da iyali,,,,,,,,
needs,7,Psychosocial support services,Ayyukan goyan baya na Psychosocial,,,,,,,,
needs,8,Legal documentation,Takardar sheda,,,,,,,,
needs,9,Education / Schools,Makarantu,,,,,,,,
needs,10,Livelihoods / Income,Sanna'a/ kasuwanci,,,,,,,,
needs,11,Shelter support,Taimako na gida,,,,,,,,
needs,12,"Non-food items (blankets, jerry cans, buckets, etc.)","Abubuwan da ba abinci ba (kwantai, kwalliyar jerry, buckets, da dai sauransu)",,,,,,,,
needs,97,Other,Sauran,,,,,,,,
needs,98,No response,Ba amsa,,,,,,,,
needs,99,Don't know,Ban sani ba,,,,,,,,
,,,,,,,,,,,
state,Borno,Borno,Borno,,,,,,,,
state,Yobe,Yobe,Yobe,,,,,,,,
state,Adamawa,Adamawa,Adamawa,,,,,,,,
state,Other,Other,Other,,,,,,,,
,,,,,,,,,,,
LGA,Demsa,Demsa,Demsa,Adamawa,,,,,,,
LGA,Fufore,Fufore,Fufore,Adamawa,,,,,,,
LGA,Ganye,Ganye,Ganye,Adamawa,,,,,,,
LGA,Girei,Girei,Girei,Adamawa,,,,,,,
LGA,Gombi,Gombi,Gombi,Adamawa,,,,,,,
LGA,Guyuk,Guyuk,Guyuk,Adamawa,,,,,,,
LGA,Hong,Hong,Hong,Adamawa,,,,,,,
LGA,Jada,Jada,Jada,Adamawa,,,,,,,
LGA,Lamurde,Lamurde,Lamurde,Adamawa,,,,,,,
LGA,Madagali,Madagali,Madagali,Adamawa,,,,,,,
LGA,Maiha,Maiha,Maiha,Adamawa,,,,,,,
LGA,Mayo_Belwa,Mayo-Belwa,Mayo-Belwa,Adamawa,,,,,,,
LGA,Michika,Michika,Michika,Adamawa,,,,,,,
LGA,Mubi_North,Mubi North,Mubi North,Adamawa,,,,,,,
LGA,Mubi_South,Mubi South,Mubi South,Adamawa,,,,,,,
LGA,Numan,Numan,Numan,Adamawa,,,,,,,
LGA,Shelleng,Shelleng,Shelleng,Adamawa,,,,,,,
LGA,Song,Song,Song,Adamawa,,,,,,,
LGA,Toungo,Toungo,Toungo,Adamawa,,,,,,,
LGA,Yola_North,Yola North,Yola North,Adamawa,,,,,,,
LGA,Yola_South,Yola South,Yola South,Adamawa,,,,,,,
LGA,Abadam,Abadam,Abadam,Borno,,,,,,,
LGA,Askira_Uba,Askira/Uba,Askira/Uba,Borno,,,,,,,
LGA,Bama,Bama,Bama,Borno,,,,,,,
LGA,Bayo,Bayo,Bayo,Borno,,,,,,,
LGA,Biu,Biu,Biu,Borno,,,,,,,
LGA,Chibok,Chibok,Chibok,Borno,,,,,,,
LGA,Damboa,Damboa,Damboa,Borno,,,,,,,
LGA,Dikwa,Dikwa,Dikwa,Borno,,,,,,,
LGA,Gubio,Gubio,Gubio,Borno,,,,,,,
LGA,Guzamala,Guzamala,Guzamala,Borno,,,,,,,
LGA,Gwoza,Gwoza,Gwoza,Borno,,,,,,,
LGA,Hawul,Hawul,Hawul,Borno,,,,,,,
LGA,Jere,Jere,Jere,Borno,,,,,,,
LGA,Kaga,Kaga,Kaga,Borno,,,,,,,
LGA,Kala_Balge,Kala/Balge,Kala/Balge,Borno,,,,,,,
LGA,Konduga,Konduga,Konduga,Borno,,,,,,,
LGA,Kukawa,Kukawa,Kukawa,Borno,,,,,,,
LGA,Kwaya_Kusar,Kwaya Kusar,Kwaya Kusar,Borno,,,,,,,
LGA,Mafa,Mafa,Mafa,Borno,,,,,,,
LGA,Magumeri,Magumeri,Magumeri,Borno,,,,,,,
LGA,Maiduguri,Maiduguri,Maiduguri,Borno,,,,,,,
LGA,Marte,Marte,Marte,Borno,,,,,,,
LGA,Mobbar,Mobbar,Mobbar,Borno,,,,,,,
LGA,Monguno,Monguno,Monguno,Borno,,,,,,,
LGA,Ngala,Ngala,Ngala,Borno,,,,,,,
LGA,Nganzai,Nganzai,Nganzai,Borno,,,,,,,
LGA,Shani,Shani,Shani,Borno,,,,,,,
LGA,Other,Other,Other,Other,,,,,,,
LGA,Bade,Bade,Bade,Yobe,,,,,,,
LGA,Bursari,Bursari,Bursari,Yobe,,,,,,,
LGA,Damaturu,Damaturu,Damaturu,Yobe,,,,,,,
LGA,Fika,Fika,Fika,Yobe,,,,,,,
LGA,Fune,Fune,Fune,Yobe,,,,,,,
LGA,Geidam,Geidam,Geidam,Yobe,,,,,,,
LGA,Gujba,Gujba,Gujba,Yobe,,,,,,,
LGA,Gulani,Gulani,Gulani,Yobe,,,,,,,
LGA,Jakusko,Jakusko,Jakusko,Yobe,,,,,,,
LGA,Karasuwa,Karasuwa,Karasuwa,Yobe,,,,,,,
LGA,Machina,Machina,Machina,Yobe,,,,,,,
LGA,Nangere,Nangere,Nangere,Yobe,,,,,,,
LGA,Nguru,Nguru,Nguru,Yobe,,,,,,,
LGA,Potiskum,Potiskum,Potiskum,Yobe,,,,,,,
LGA,Tarmua,Tarmua,Tarmua,Yobe,,,,,,,
LGA,Yunusari,Yunusari,Yunusari,Yobe,,,,,,,
LGA,Yusufari,Yusufari,Yusufari,Yobe,,,,,,,
,,,,,,,,,,,
ward,a_lawant,A Lawant,A Lawant,Borno,Marte,,,,,,
ward,abbaram,Abbaram,Abbaram,Borno,Bama,,,,,,
ward,adarawo,Adarawo,Adarawo,Adamawa,Yola_South,,,,,,
ward,aduwa,Aduwa,Aduwa,Borno,Guzamala,,,,,,
ward,afunori,Afunori,Afunori,Yobe,Nguru,,,,,,
ward,afuye,Afuye,Afuye,Borno,Dikwa,,,,,,
ward,ajigin_a,Ajigin A,Ajigin A,Borno,Damboa,,,,,,
ward,ajigin_b,Ajigin B,Ajigin B,Borno,Damboa,,,,,,
ward,ajiri,Ajiri,Ajiri,Borno,Konduga,,,,,,
ward,ajiya,Ajiya,Ajiya,Adamawa,Yola_North,,,,,,
ward,ala,Ala,Ala,Borno,Marte,,,,,,
ward,alagarno,Alagarno,Alagarno,Borno,Kukawa,,,,,,
ward,alarge,Alarge,Alarge,Borno,Nganzai,,,,,,
ward,alau,Alau,Alau,Borno,Jere,,,,,,
ward,alkalawa,Alkalawa,Alkalawa,Adamawa,Yola_North,,,,,,
ward,amchaka,Amchaka,Amchaka,Borno,Bama,,,,,,
ward,andara,Andara,Andara,Borno,Bama,,,,,,
ward,ardimini,Ardimini,Ardimini,Borno,Gubio,,,,,,
ward,ardoram,Ardoram,Ardoram,Borno,Magumeri,,,,,,
ward,arege,Arege,Arege,Borno,Abadam,,,,,,
ward,asaga,Asaga,Asaga,Borno,Mobbar,,,,,,
ward,asheikri_1,Asheikri 1,Asheikri 1,Yobe,Geidam,,,,,,
ward,asheikri_2,Asheikri 2,Asheikri 2,Yobe,Geidam,,,,,,
ward,ashigashiya,Ashigashiya,Ashigashiya,Borno,Gwoza,,,,,,
ward,askira_east,Askira East,Askira East,Borno,Askira_Uba,,,,,,
ward,auno,Auno,Auno,Borno,Konduga,,,,,,
ward,ayi_yasku,Ayi Yasku,Ayi Yasku,Borno,Magumeri,,,,,,
ward,azir_multe,Azir Multe,Azir Multe,Borno,Damboa,,,,,,
ward,babangida,Babangida,Babangida,Yobe,Tarmua,,,,,,
ward,babel,Babel,Babel,Adamawa,Madagali,,,,,,
ward,badairi,Badairi,Badairi,Borno,Marte,,,,,,
ward,badu,Badu,Badu,Borno,Nganzai,,,,,,
ward,baga,Baga,Baga,Borno,Kukawa,,,,,,
ward,bahuli,Bahuli,Bahuli,Adamawa,Mubi_North,,,,,,
ward,bajama,Bajama,Bajama,Adamawa,Mayo_Belwa,,,,,,
ward,bakari_goso,Bakari Goso,Bakari Goso,Adamawa,Ganye,,,,,,
ward,bako,Bako,Bako,Adamawa,Yola_South,,,,,,
ward,bakta,Bakta,Bakta,Adamawa,Shelleng,,,,,,
ward,balbaya,Balbaya,Balbaya,Borno,Bayo,,,,,,
ward,balle,Balle,Balle,Yobe,Geidam,,,,,,
ward,bangshika,Bangshika,Bangshika,Adamawa,Hong,,,,,,
ward,banjiram,Banjiram,Banjiram,Adamawa,Guyuk,,,,,,
ward,banki,Banki,Banki,Borno,Bama,,,,,,
ward,banowa,Banowa,Banowa,Borno,Abadam,,,,,,
ward,bara,Bara,Bara,Yobe,Gulani,,,,,,
ward,bare,Bare,Bare,Adamawa,Numan,,,,,,
ward,bare_bari,Bare Bari,Bare Bari,Yobe,Potiskum,,,,,,
ward,bargu,Bargu,Bargu,Borno,Shani,,,,,,
ward,barwati,Barwati,Barwati,Borno,Kukawa,,,,,,
ward,bayamari,Bayamari,Bayamari,Yobe,Bursari,,,,,,
ward,bazza_margi,Bazza Margi,Bazza Margi,Adamawa,Michika,,,,,,
ward,bego,Bego,Bego,Borno,Damboa,,,,,,
ward,belel,Belel,Belel,Adamawa,Maiha,,,,,,
ward,benisheikh,Benisheikh,Benisheikh,Borno,Kaga,,,,,,
ward,beti,Beti,Beti,Adamawa,Fufore,,,,,,
ward,betso,Betso,Betso,Adamawa,Mubi_North,,,,,,
ward,bila_gusi,Bila Gusi,Bila Gusi,Borno,Kwaya_Kusar,,,,,,
ward,bilal_jawa,Bilal Jawa,Bilal Jawa,Yobe,Karasuwa,,,,,,
ward,bilingwi,Bilingwi,Bilingwi,Borno,Hawul,,,,,,
ward,bille,Bille,Bille,Adamawa,Demsa,,,,,,
ward,bindigari_pawari,Bindigari Pawari,Bindigari Pawari,Yobe,Damaturu,,,,,,
ward,binyeri,Binyeri,Binyeri,Adamawa,Mayo_Belwa,,,,,,
ward,biriri,Biriri,Biriri,Yobe,Tarmua,,,,,,
ward,bita_izge,Bita Izge,Bita Izge,Borno,Gwoza,,,,,,
ward,bobini,Bobini,Bobini,Adamawa,Guyuk,,,,,,
ward,boboshe,Boboshe,Boboshe,Borno,Dikwa,,,,,,
ward,bodeno,Bodeno,Bodeno,Adamawa,Guyuk,,,,,,
ward,bodwai,Bodwai,Bodwai,Adamawa,Shelleng,,,,,,
ward,boga,Boga,Boga,Adamawa,Gombi,,,,,,
ward,bogo,Bogo,Bogo,Yobe,Machina,,,,,,
ward,bogomari,Bogomari,Bogomari,Borno,Bama,,,,,,
ward,bogum,Bogum,Bogum,Borno,Mobbar,,,,,,
ward,bole_yolde_pate,Bole Yolde Pate,Bole Yolde Pate,Adamawa,Yola_South,,,,,,
ward,bolewa_a,Bolewa A,Bolewa A,Yobe,Potiskum,,,,,,
ward,bolewa_b,Bolewa B,Bolewa B,Yobe,Potiskum,,,,,,
ward,bolori_i,Bolori I,Bolori I,Borno,Maiduguri,,,,,,
ward,bolori_ii,Bolori II,Bolori II,Borno,Maiduguri,,,,,,
ward,borgozo,Borgozo,Borgozo,Borno,Kaga,,,,,,
ward,borko,Borko,Borko,Yobe,Geidam,,,,,,
ward,borno_kiji,Borno Kiji,Borno Kiji,Yobe,Fune,,,,,,
ward,borno_yesu,Borno Yesu,Borno Yesu,Borno,Magumeri,,,,,,
ward,borrong,Borrong,Borrong,Adamawa,Demsa,,,,,,
ward,borsori,Borsori,Borsori,Borno,Marte,,,,,,
ward,briyel,Briyel,Briyel,Borno,Bayo,,,,,,
ward,buduwa,Buduwa,Buduwa,Yobe,Jakusko,,,,,,
ward,bukarti,Bukarti,Bukarti,Yobe,Karasuwa,,,,,,
ward,bulabulin,Bulabulin,Bulabulin,Borno,Gwoza,,,,,,
ward,bulanguwa,Bulanguwa,Bulanguwa,Yobe,Nguru,,,,,,
ward,bularafa,Bularafa,Bularafa,Yobe,Gulani,,,,,,
ward,bulatura,Bulatura,Bulatura,Yobe,Yusufari,,,,,,
ward,bultuwa,Bultuwa,Bultuwa,Yobe,Yunusari,,,,,,
ward,buma,Buma,Buma,Borno,Shani,,,,,,
ward,bumsa,Bumsa,Bumsa,Yobe,Gulani,,,,,,
ward,bundur,Bundur,Bundur,Borno,Kukawa,,,,,,
ward,buni_gari,Buni Gari,Buni Gari,Yobe,Gujba,,,,,,
ward,buni_yadi,Buni Yadi,Buni Yadi,Yobe,Gujba,,,,,,
ward,buratai,Buratai,Buratai,Borno,Biu,,,,,,
ward,busuna,Busuna,Busuna,Borno,Abadam,,,,,,
ward,bwalki,Bwalki,Bwalki,Adamawa,Numan,,,,,,
ward,chamba,Chamba,Chamba,Borno,Mobbar,,,,,,
ward,chikide,Chikide,Chikide,Borno,Gwoza,,,,,,
ward,chikila,Chikila,Chikila,Adamawa,Guyuk,,,,,,
ward,chilariye,Chilariye,Chilariye,Yobe,Nangere,,,,,,
ward,chukuriya,Chukuriya,Chukuriya,Yobe,Nangere,,,,,,
ward,dabira,Dabira,Dabira,Borno,Gubio,,,,,,
ward,dabule,Dabule,Dabule,Yobe,Nguru,,,,,,
ward,dadingel,Dadingel,Dadingel,Yobe,Gujba,,,,,,
ward,dagona,Dagona,Dagona,Yobe,Bade,,,,,,
ward,daima,Daima,Daima,Borno,Kala_Balge,,,,,,
ward,dakri,Dakri,Dakri,Adamawa,Girei,,,,,,
ward,daksiri,Daksiri,Daksiri,Adamawa,Hong,,,,,,
ward,dala,Dala,Dala,Borno,Jere,,,,,,
ward,dalori,Dalori,Dalori,Borno,Konduga,,,,,,
ward,dalwa,Dalwa,Dalwa,Borno,Konduga,,,,,,
ward,damagum_a,Damagum A,Damagum A,Yobe,Fune,,,,,,
ward,damagum_b,Damagum B,Damagum B,Yobe,Fune,,,,,,
ward,damai,Damai,Damai,Yobe,Machina,,,,,,
ward,damakasu,Damakasu,Damakasu,Yobe,Damaturu,,,,,,
ward,damakuli,Damakuli,Damakuli,Borno,Monguno,,,,,,
ward,damaram,Damaram,Damaram,Borno,Nganzai,,,,,,
ward,damare,Damare,Damare,Adamawa,Girei,,,,,,
ward,damasak,Damasak,Damasak,Borno,Mobbar,,,,,,
ward,damaturu_central,Damaturu Central,Damaturu Central,Yobe,Damaturu,,,,,,
ward,damboa_central,Damboa Central,Damboa Central,Borno,Damboa,,,,,,
ward,danaba,Danaba,Danaba,Adamawa,Jada,,,,,,
ward,danani,Danani,Danani,Yobe,Bursari,,,,,,
ward,danchuwa,Danchuwa,Danchuwa,Yobe,Potiskum,,,,,,
ward,dapchi,Dapchi,Dapchi,Yobe,Bursari,,,,,,
ward,darajamal,Darajamal,Darajamal,Borno,Bama,,,,,,
ward,daura_a,Daura A,Daura A,Yobe,Fune,,,,,,
ward,daura_b,Daura B,Daura B,Yobe,Fune,,,,,,
ward,dawasa,Dawasa,Dawasa,Yobe,Nangere,,,,,,
ward,dawayo,Dawayo,Dawayo,Yobe,Bade,,,,,,
ward,dawo_1,Dawo 1,Dawo 1,Adamawa,Toungo,,,,,,
ward,dawo_2,Dawo 2,Dawo 2,Adamawa,Toungo,,,,,,
ward,dazigau,Dazigau,Dazigau,Yobe,Nangere,,,,,,
ward,degaltura,Degaltura,Degaltura,Yobe,Yunusari,,,,,,
